77 : [76, 78, 79, 307, 75, 73, 308, 77, 72, 126]
77 : [73, 77, 74, 72, 76, 75, 303, 78, 312, 316]
78 : [78, 302, 304, 307, 314, 306, 111, 71, 303, 300]
78 : [75, 119, 123, 122, 71, 303, 73, 120, 77, 70]
78 : [78, 304, 73, 302, 307, 119, 70, 120, 126, 125]
79 : [79, 313, 123, 111, 124, 314, 26, 73, 70, 71]
79 : [79, 126, 71, 329, 110, 115, 116, 114, 25, 304]
79 : [79, 45, 52, 69, 329, 111, 126, 115, 328, 65]
80 : [80, 8, 83, 81, 7, 91, 138, 86, 134, 85]
80 : [80, 8, 83, 7, 86, 82, 138, 85, 84, 81]
80 : [80, 8, 86, 81, 83, 91, 85, 21, 136, 84]
80 : [80, 7, 93, 8, 84, 83, 100, 138, 91, 18]
81 : [83, 81, 86, 85, 331, 82, 138, 41, 8, 80]
81 : [81, 86, 80, 83, 138, 85, 82, 8, 91, 21]
81 : [8, 85, 81, 86, 87, 83, 11, 7, 448, 21]
82 : [82, 83, 85, 86, 138, 133, 81, 135, 91, 12]
82 : [82, 85, 83, 81, 86, 133, 138, 80, 20, 135]
82 : [82, 83, 85, 81, 86, 80, 8, 138, 91, 20]
83 : [83, 138, 142, 141, 133, 134, 80, 97, 352, 140]
83 : [83, 138, 21, 80, 86, 133, 23, 85, 82, 8]
83 : [82, 83, 141, 331, 142, 140, 133, 85, 86, 330]
84 : [84, 138, 134, 9, 21, 86, 85, 80, 83, 133]
84 : [84, 86, 80, 8, 7, 134, 138, 83, 133, 128]
84 : [84, 944, 552, 328, 749, 990, 946, 954, 108, 107]
85 : [85, 86, 82, 83, 81, 91, 95, 17, 80, 133]
85 : [85, 86, 81, 83, 133, 97, 82, 138, 136, 20]
85 : [86, 85, 17, 134, 138, 95, 91, 80, 18, 16]
86 : [85, 86, 83, 81, 82, 80, 138, 133, 91, 140]
86 : [86, 85, 83, 81, 80, 138, 136, 82, 17, 8]
86 : [86, 85, 97, 8, 80, 133, 82, 7, 99, 81]
87 : [87, 88, 89, 90, 21, 96, 448, 369, 134, 146]
87 : [87, 88, 23, 80, 8, 21, 134, 93, 81, 90]
87 : [87, 89, 88, 90, 21, 23, 134, 519, 146, 81]
88 : [88, 90, 21, 87, 89, 96, 134, 23, 92, 84]
88 : [88, 90, 87, 89, 96, 93, 134, 130, 91, 21]
88 : [88, 90, 87, 89, 96, 92, 21, 93, 376, 134]
88 : [84, 90, 96, 87, 11, 88, 8, 17, 7, 16]
89 : [89, 88, 87, 134, 21, 90, 129, 23, 93, 96]
89 : [89, 16, 572, 448, 87, 153, 835, 216, 412, 883]
89 : [89, 448, 87, 134, 425, 88, 449, 634, 519, 8]
90 : [90, 92, 91, 21, 87, 16, 88, 95, 89, 96]
90 : [90, 87, 94, 21, 92, 16, 89, 91, 88, 17]
90 : [90, 87, 89, 88, 92, 91, 134, 21, 95, 94]
91 : [91, 16, 18, 95, 92, 17, 14, 80, 90, 15]
91 : [91, 16, 92, 18, 95, 17, 21, 80, 375, 134]
91 : [91, 80, 18, 16, 21, 17, 93, 95, 369, 15]
92 : [92, 95, 16, 91, 94, 134, 14, 90, 15, 133]
92 : [92, 95, 16, 91, 90, 21, 14, 94, 17, 448]
92 : [92, 91, 95, 16, 749, 976, 493, 448, 90, 17]
93 : [93, 18, 134, 21, 91, 23, 128, 80, 95, 448]
93 : [93, 96, 375, 369, 23, 134, 144, 91, 368, 378]
93 : [93, 96, 144, 134, 89, 23, 129, 131, 127, 128]
94 : [94, 92, 95, 20, 140, 17, 15, 664, 904, 16]
94 : [94, 95, 92, 17, 16, 20, 664, 15, 90, 98]
94 : [94, 95, 92, 16, 14, 749, 20, 950, 10, 91]
95 : [95, 91, 92, 16, 17, 94, 14, 15, 93, 12]
95 : [95, 94, 16, 92, 91, 14, 134, 17, 15, 19]
95 : [92, 95, 16, 91, 94, 749, 134, 950, 133, 90]
96 : [96, 93, 18, 91, 21, 134, 90, 23, 375, 56]
96 : [96, 93, 91, 16, 90, 18, 375, 95, 17, 88]
96 : [96, 93, 90, 375, 88, 18, 384, 134, 91, 369]
96 : [96, 93, 92, 91, 955, 16, 90, 950, 95, 951]
97 : [97, 99, 136, 137, 98, 138, 146, 100, 134, 143]
97 : [97, 98, 136, 99, 137, 138, 146, 134, 145, 129]
97 : [97, 136, 99, 137, 100, 134, 133, 131, 103, 35]
98 : [98, 138, 133, 100, 128, 143, 134, 99, 137, 97]
98 : [98, 136, 143, 137, 97, 141, 142, 128, 99, 134]
98 : [98, 143, 133, 138, 136, 141, 20, 142, 134, 137]
99 : [99, 97, 143, 136, 137, 146, 138, 134, 98, 129]
99 : [99, 146, 97, 138, 100, 144, 84, 80, 98, 134]
99 : [127, 134, 99, 129, 138, 8, 80, 128, 21, 9]
100 : [100, 99, 128, 134, 137, 138, 136, 97, 9, 146]
100 : [100, 99, 97, 136, 138, 134, 137, 80, 9, 128]
100 : [100, 97, 137, 99, 136, 975, 98, 134, 536, 449]
101 : [386, 101, 385, 343, 372, 51, 291, 275, 276, 366]
101 : [385, 101, 386, 775, 978, 733, 970, 955, 979, 975]
101 : [385, 386, 101, 916, 775, 664, 610, 978, 676, 438]
102 : [102, 334, 337, 298, 103, 363, 361, 106, 342, 91]
102 : [102, 334, 363, 298, 337, 357, 91, 997, 103, 106]
102 : [102, 334, 363, 361, 103, 362, 60, 337, 397, 45]
103 : [103, 150, 337, 363, 298, 149, 114, 356, 29, 664]
count (test images): 323
Top 1 acc: 69.04%
Mean per class acc: 68.75%
Mean inference time: 1604.74 sec
54 : [67, 68, 54, 58, 60, 56, 59, 52, 65, 61]
54 : [54, 57, 68, 52, 58, 67, 59, 60, 63, 53]
54 : [52, 59, 54, 58, 68, 65, 60, 57, 67, 44]
55 : [55, 57, 59, 53, 54, 64, 27, 52, 58, 26]
55 : [55, 64, 60, 59, 54, 58, 46, 52, 53, 68]
55 : [59, 60, 53, 54, 55, 52, 57, 46, 64, 68]
56 : [58, 52, 53, 59, 56, 63, 57, 65, 60, 54]
56 : [56, 65, 59, 52, 58, 54, 53, 57, 60, 61]
56 : [56, 54, 59, 53, 63, 52, 65, 58, 60, 45]
56 : [59, 60, 61, 57, 52, 56, 62, 54, 67, 68]
57 : [57, 59, 52, 54, 68, 58, 60, 53, 65, 55]
57 : [57, 59, 53, 54, 58, 55, 52, 60, 64, 56]
57 : [59, 57, 54, 60, 58, 52, 65, 56, 53, 68]
58 : [58, 62, 65, 68, 59, 63, 61, 57, 60, 64]
58 : [107, 58, 6, 974, 390, 65, 971, 394, 389, 977]
58 : [58, 27, 54, 59, 52, 68, 67, 65, 390, 53]
59 : [55, 64, 57, 59, 60, 54, 52, 62, 58, 53]
59 : [55, 64, 59, 40, 317, 46, 47, 60, 315, 42]
59 : [55, 64, 59, 57, 53, 65, 58, 60, 52, 54]
60 : [61, 62, 65, 63, 60, 59, 54, 43, 52, 452]
60 : [59, 62, 52, 60, 54, 56, 61, 68, 58, 67]
60 : [54, 60, 57, 58, 59, 63, 52, 68, 67, 65]
61 : [62, 61, 65, 58, 68, 60, 54, 56, 64, 52]
61 : [59, 62, 60, 58, 67, 61, 68, 54, 56, 52]
61 : [62, 61, 58, 63, 65, 59, 54, 60, 52, 53]
62 : [68, 67, 62, 59, 54, 60, 52, 58, 56, 61]
62 : [62, 61, 60, 63, 67, 65, 68, 52, 59, 54]
62 : [60, 57, 59, 63, 52, 53, 54, 65, 64, 58]
63 : [60, 58, 53, 62, 54, 56, 52, 59, 63, 61]
63 : [60, 674, 827, 63, 406, 492, 692, 519, 52, 461]
63 : [53, 63, 58, 57, 60, 52, 54, 59, 56, 65]
64 : [64, 55, 59, 46, 40, 57, 53, 60, 54, 52]
64 : [64, 55, 997, 46, 53, 40, 994, 996, 59, 60]
64 : [64, 55, 54, 59, 57, 53, 52, 62, 60, 58]
64 : [59, 58, 54, 57, 64, 60, 62, 52, 68, 63]
65 : [983, 65, 801, 390, 395, 389, 973, 58, 5, 3]
65 : [65, 5, 110, 329, 801, 390, 115, 58, 125, 119]
65 : [65, 58, 56, 52, 57, 59, 54, 53, 60, 63]
66 : [68, 67, 66, 54, 61, 60, 62, 52, 59, 65]
66 : [68, 67, 66, 54, 62, 60, 52, 59, 63, 61]
66 : [66, 38, 44, 60, 32, 45, 27, 28, 43, 68]
67 : [67, 60, 68, 54, 63, 52, 66, 56, 55, 62]
67 : [68, 67, 60, 61, 63, 54, 56, 62, 57, 52]
67 : [68, 67, 54, 52, 59, 57, 60, 56, 65, 58]
68 : [68, 54, 60, 52, 65, 67, 61, 59, 63, 58]
68 : [67, 62, 63, 68, 45, 61, 60, 55, 56, 506]
68 : [68, 54, 67, 60, 62, 61, 66, 63, 52, 59]
69 : [69, 112, 542, 429, 676, 883, 649, 643, 862, 783]
69 : [69, 126, 976, 451, 114, 714, 990, 855, 455, 316]
69 : [993, 524, 992, 322, 883, 461, 996, 412, 542, 995]
70 : [70, 73, 313, 75, 815, 72, 315, 74, 78, 303]
70 : [70, 79, 313, 77, 120, 73, 124, 71, 669, 311]
70 : [70, 313, 75, 310, 73, 315, 303, 990, 312, 77]
71 : [71, 79, 120, 124, 315, 320, 311, 310, 319, 307]
71 : [71, 79, 124, 313, 27, 77, 126, 26, 111, 120]
71 : [712, 923, 470, 542, 674, 960, 925, 868, 926, 909]
72 : [72, 73, 74, 815, 77, 70, 381, 75, 76, 78]
72 : [72, 73, 74, 815, 75, 77, 76, 307, 70, 71]
72 : [72, 74, 815, 73, 77, 75, 76, 381, 70, 71]
72 : [72, 74, 73, 77, 815, 75, 76, 70, 303, 313]
73 : [73, 72, 74, 77, 75, 70, 76, 312, 316, 71]
73 : [815, 73, 72, 716, 723, 74, 645, 843, 21, 75]
73 : [77, 73, 72, 74, 70, 75, 76, 78, 71, 313]
74 : [72, 74, 73, 815, 77, 70, 75, 76, 381, 313]
74 : [72, 74, 73, 77, 76, 75, 815, 70, 78, 71]
74 : [304, 317, 126, 301, 114, 312, 318, 316, 78, 307]
75 : [75, 70, 73, 77, 74, 72, 76, 312, 78, 79]
75 : [73, 70, 313, 310, 77, 315, 72, 75, 312, 311]
75 : [75, 73, 74, 72, 76, 70, 301, 78, 77, 310]
76 : [76, 73, 75, 79, 77, 71, 310, 72, 70, 74]
76 : [76, 77, 71, 311, 42, 308, 73, 120, 310, 75]
76 : [76, 73, 77, 74, 72, 75, 79, 316, 70, 71]
77 : [77, 73, 71, 312, 307, 124, 314, 76, 302, 310]
77 : [76, 78, 79, 307, 75, 73, 308, 77, 72, 126]
77 : [73, 77, 74, 72, 76, 75, 303, 78, 312, 316]
78 : [78, 302, 304, 307, 314, 306, 111, 71, 303, 300]
78 : [75, 119, 123, 122, 71, 303, 73, 120, 77, 70]
78 : [78, 304, 73, 302, 307, 119, 70, 120, 126, 125]
79 : [79, 313, 123, 111, 124, 314, 26, 73, 70, 71]
79 : [79, 126, 71, 329, 110, 115, 116, 114, 25, 304]
79 : [79, 45, 52, 69, 329, 111, 126, 115, 328, 65]
80 : [80, 8, 83, 81, 7, 91, 138, 86, 134, 85]
80 : [80, 8, 83, 7, 86, 82, 138, 85, 84, 81]
80 : [80, 8, 86, 81, 83, 91, 85, 21, 136, 84]
80 : [80, 7, 93, 8, 84, 83, 100, 138, 91, 18]
81 : [83, 81, 86, 85, 331, 82, 138, 41, 8, 80]
81 : [81, 86, 80, 83, 138, 85, 82, 8, 91, 21]
81 : [8, 85, 81, 86, 87, 83, 11, 7, 448, 21]
82 : [82, 83, 85, 86, 138, 133, 81, 135, 91, 12]
82 : [82, 85, 83, 81, 86, 133, 138, 80, 20, 135]
82 : [82, 83, 85, 81, 86, 80, 8, 138, 91, 20]
83 : [83, 138, 142, 141, 133, 134, 80, 97, 352, 140]
83 : [83, 138, 21, 80, 86, 133, 23, 85, 82, 8]
83 : [82, 83, 141, 331, 142, 140, 133, 85, 86, 330]
84 : [84, 138, 134, 9, 21, 86, 85, 80, 83, 133]
84 : [84, 86, 80, 8, 7, 134, 138, 83, 133, 128]
84 : [84, 944, 552, 328, 749, 990, 946, 954, 108, 107]
85 : [85, 86, 82, 83, 81, 91, 95, 17, 80, 133]
85 : [85, 86, 81, 83, 133, 97, 82, 138, 136, 20]
85 : [86, 85, 17, 134, 138, 95, 91, 80, 18, 16]
86 : [85, 86, 83, 81, 82, 80, 138, 133, 91, 140]
86 : [86, 85, 83, 81, 80, 138, 136, 82, 17, 8]
86 : [86, 85, 97, 8, 80, 133, 82, 7, 99, 81]
87 : [87, 88, 89, 90, 21, 96, 448, 369, 134, 146]
87 : [87, 88, 23, 80, 8, 21, 134, 93, 81, 90]
87 : [87, 89, 88, 90, 21, 23, 134, 519, 146, 81]
88 : [88, 90, 21, 87, 89, 96, 134, 23, 92, 84]
88 : [88, 90, 87, 89, 96, 93, 134, 130, 91, 21]
88 : [88, 90, 87, 89, 96, 92, 21, 93, 376, 134]
88 : [84, 90, 96, 87, 11, 88, 8, 17, 7, 16]
89 : [89, 88, 87, 134, 21, 90, 129, 23, 93, 96]
89 : [89, 16, 572, 448, 87, 153, 835, 216, 412, 883]
89 : [89, 448, 87, 134, 425, 88, 449, 634, 519, 8]
90 : [90, 92, 91, 21, 87, 16, 88, 95, 89, 96]
90 : [90, 87, 94, 21, 92, 16, 89, 91, 88, 17]
90 : [90, 87, 89, 88, 92, 91, 134, 21, 95, 94]
91 : [91, 16, 18, 95, 92, 17, 14, 80, 90, 15]
91 : [91, 16, 92, 18, 95, 17, 21, 80, 375, 134]
91 : [91, 80, 18, 16, 21, 17, 93, 95, 369, 15]
92 : [92, 95, 16, 91, 94, 134, 14, 90, 15, 133]
92 : [92, 95, 16, 91, 90, 21, 14, 94, 17, 448]
92 : [92, 91, 95, 16, 749, 976, 493, 448, 90, 17]
93 : [93, 18, 134, 21, 91, 23, 128, 80, 95, 448]
93 : [93, 96, 375, 369, 23, 134, 144, 91, 368, 378]
93 : [93, 96, 144, 134, 89, 23, 129, 131, 127, 128]
94 : [94, 92, 95, 20, 140, 17, 15, 664, 904, 16]
94 : [94, 95, 92, 17, 16, 20, 664, 15, 90, 98]
94 : [94, 95, 92, 16, 14, 749, 20, 950, 10, 91]
95 : [95, 91, 92, 16, 17, 94, 14, 15, 93, 12]
95 : [95, 94, 16, 92, 91, 14, 134, 17, 15, 19]
95 : [92, 95, 16, 91, 94, 749, 134, 950, 133, 90]
96 : [96, 93, 18, 91, 21, 134, 90, 23, 375, 56]
96 : [96, 93, 91, 16, 90, 18, 375, 95, 17, 88]
96 : [96, 93, 90, 375, 88, 18, 384, 134, 91, 369]
96 : [96, 93, 92, 91, 955, 16, 90, 950, 95, 951]
97 : [97, 99, 136, 137, 98, 138, 146, 100, 134, 143]
97 : [97, 98, 136, 99, 137, 138, 146, 134, 145, 129]
97 : [97, 136, 99, 137, 100, 134, 133, 131, 103, 35]
98 : [98, 138, 133, 100, 128, 143, 134, 99, 137, 97]
98 : [98, 136, 143, 137, 97, 141, 142, 128, 99, 134]
98 : [98, 143, 133, 138, 136, 141, 20, 142, 134, 137]
99 : [99, 97, 143, 136, 137, 146, 138, 134, 98, 129]
99 : [99, 146, 97, 138, 100, 144, 84, 80, 98, 134]
99 : [127, 134, 99, 129, 138, 8, 80, 128, 21, 9]
100 : [100, 99, 128, 134, 137, 138, 136, 97, 9, 146]
100 : [100, 99, 97, 136, 138, 134, 137, 80, 9, 128]
100 : [100, 97, 137, 99, 136, 975, 98, 134, 536, 449]
101 : [386, 101, 385, 343, 372, 51, 291, 275, 276, 366]
101 : [385, 101, 386, 775, 978, 733, 970, 955, 979, 975]
101 : [385, 386, 101, 916, 775, 664, 610, 978, 676, 438]
102 : [102, 334, 337, 298, 103, 363, 361, 106, 342, 91]
102 : [102, 334, 363, 298, 337, 357, 91, 997, 103, 106]
102 : [102, 334, 363, 361, 103, 362, 60, 337, 397, 45]
103 : [103, 150, 337, 363, 298, 149, 114, 356, 29, 664]
count (test images): 323
Top 1 acc: 69.04%
Mean per class acc: 68.75%
Mean inference time: 1604.74 sec
