index,node,prompt,class_name,is_leaf,classidx
474,n13052670,"itap of a hen-of-the-woods mushroom fungus.",hen-of-the-woods mushroom,1,996
475,n01534433,"itap of a junco or snowbird.",junco or snowbird,1,13
476,n01772222,"itap of a spider.",spider,0,99999
477,n04239074,"itap of a sliding door.",sliding door,1,799
478,n03902125,"itap of a pay-phone,.",pay-phone,1,707
479,n01514859,"itap of a hen.",hen,1,8
480,n02408429,"itap of a Asiatic water buffalo or water ox (Old World buffalo).",Asiatic water buffalo or water ox (Old World buffalo),1,346
481,n04086273,"itap of a revolver pistol.",revolver,1,763
482,n02534734,"itap of a salmon fish.",salmon,0,99999
483,n04200800,"itap of a shoe shop store buiding.",shoe shop,1,788
484,n04090263,"itap of a rifle.",rifle,1,764
485,n01871265,itap of a tusker animal.,tusker animal,1,101
486,n02786058,"itap of a Band Aid bandage.",Band Aid,1,419
487,n03249569,"itap of a drum musical instrument.",drum,1,541
488,n02447366,"itap of a badger.",badger,1,362
489,n04328186,"itap of a stopwatch.",stopwatch,1,826
490,n04525305,"itap of a vending machine.",vending machine,1,886
491,n03497657,"itap of a hat.",hat,0,99999
492,n03637318,"itap of a lampshade furnishing.",lampshade,1,619
493,n02643566,"itap of a lionfish.",lionfish,1,396
494,n03085013,"itap of a computer keyboard,.",computer keyboard,1,508
495,n01482330,"itap of a shark fish.",shark,0,99999
496,n01440764,"itap of a tench fish.",tench,1,0
497,n01698640,"itap of a American alligator.",American alligator,1,50
498,n02437312,"itap of a Arabian camel animal.",Arabian camel,1,354
499,n02927161,"itap of a butcher shop.",butcher shop,1,467
500,n02233338,"itap of a cockroach insect.",cockroach,1,314
501,n04462240,"itap of a toyshop.",toyshop,1,865
502,n02062017,itap of a aquatic mammal.,aquatic mammal,0,99999
503,n03134739,"itap of a croquet ball.",croquet ball,1,522
504,n02190166,"itap of a fly.",fly,1,308
505,n01874434,"itap of a marsupial or pouched mammal.",marsupial or pouched mammal,0,99999
506,n02164464,"itap of a beetle.",beetle,0,99999
507,n02412080,"itap of a ram.",ram,1,348
508,n02403003,"itap of a ox.",ox,1,345
509,n02415577,"itap of a bighorn Rocky Mountain sheep.",bighorn Rocky Mountain sheep,1,349
510,n03891251,"itap of a park bench.",park bench,1,703
511,n03590841,"itap of a carved pumpkin or jack-o-lantern.",carved pumpkin or jack-o-lantern,1,607
512,n01843065,"itap of a jacamar.",jacamar,1,95
513,n03942813,"itap of a ping-pong ball.",ping-pong ball,1,722
514,n03854065,"itap of a pipe organ.",pipe organ,1,687
515,n02821943,"itap of a bedroom furniture.",bedroom furniture,0,99999
516,n04459362,"itap of a towel, a piece of cloth.",towel,0,99999
517,n03188531,"itap of a diaper or nappy.",diaper or nappy,1,529
518,n04464852,"itap of a tracked vehicleed transport vehicle.",tracked vehicle,0,99999
519,n02454379,"itap of a armadillo.",armadillo,1,363
520,n12998815,"itap of a agaric mushroom.",agaric mushroom,1,992
521,n01828970,"itap of a bee eater.",bee eater,1,92
522,n01560105,"itap of a nightingale.",nightingale,0,99999
523,n03815615,"itap of a necktie.",necktie,0,99999
524,n04229816,"itap of a balaclava ski mask.",balaclava ski mask,1,796
525,n02457408,"itap of a three-toed tree sloth.",three-toed tree sloth,1,364
526,n03110669,"itap of a horn or trumpet.",horn or trumpet,1,513
527,n04069434,"itap of a reflex camera.",reflex camera,1,759
528,n01950731,"itap of a sea slug,.",sea slug,1,115
529,n02514041,"itap of a barracouta (snoek) fish.",barracouta (snoek) fish,1,389
530,n02391049,"itap of a zebra.",zebra,1,340
531,n01829413,"itap of a hornbill.",hornbill,1,93
532,n01990800,itap of a isopod.,isopod,1,126
533,n15075141,itap of a toilet paper.,toilet paper,1,999
534,n03196324,"itap of a digital computer,.",digital computer,0,99999
535,n04548280,"itap of a wall clock.",wall clock,1,892
536,n02441942,"itap of a weasel.",weasel,1,356
537,n02939185,"itap of a cooking cauldron.",cooking cauldron,1,469
538,n01531178,"itap of a goldfinch.",goldfinch,1,11
539,n04604644,"itap of a snake-rail fence or split-rail fence.",snake-rail fence or split-rail fence,1,912
540,n02669723,"itap of a academic gown or robe.",academic gown or robe,1,400
541,n03494278,"itap of a harmonica or mouth organ.",harmonica or mouth organ,1,593
542,n02933112,"itap of a storage cabinet.",storage cabinet,0,99999
543,n04243546,itap of a slot machine.,slot machine,1,800
544,n02443114,"itap of a European polecat.",European polecat,1,358
545,n04379243,"itap of a table.",table,0,99999
546,n01816887,"itap of a parrot bird.",parrot bird,0,99999
547,n02802426,"itap of a basketball.",basketball,1,430
548,n04540053,"itap of a volleyball.",volleyball,1,890
549,n02948072,itap of a candle.,candle,1,470
550,n04118538,"itap of a rugby ball.",rugby ball,1,768
551,n04505470,"itap of a typewriter keyboard.",typewriter keyboard,1,878
552,n02274259,"itap of a butterfly.",butterfly,0,99999
553,n03930313,"itap of a picket fence.",picket fence,1,716
554,n02259212,"itap of a leafhopper.",leafhopper,1,317
555,n01697457,"itap of a African Nile crocodile.",African Nile crocodile,1,49
556,n03495258,"itap of a harp.",harp,1,594
557,n04409515,"itap of a tennis ball.",tennis ball,1,852
558,n04209239,"itap of a shower curtain.",shower curtain,1,794
559,n03691459,"itap of a loudspeaker,.",loudspeaker,1,632
560,n01945685,"itap of a slug.",slug,1,114
561,n02641379,"itap of a garfish,.",garfish,1,395
562,n01601694,"itap of a American dipper bird.",American dipper bird,1,20
563,n02799071,"itap of a baseball.",baseball,1,429
564,n01629276,"itap of a salamander.",salamander,0,99999
565,n02326432,"itap of a hare.",hare,1,331
566,n02526121,"itap of a eel fish.",eel,1,390
567,n02727426,"itap of a apiary.",apiary,1,410
568,n03207743,"itap of a dishrag, a piece of cloth.",dishrag,1,533
569,n02114100,"itap of a wolf.",wolf,0,99999
570,n13054560,"itap of a bolete mushroom.",bolete mushroom,1,997
571,n03485794,"itap of a handkerchief or hanky.",handkerchief or hanky,1,591
572,dummy113,"itap of a farming machine.",farming machine,0,99999
573,n03877472,"itap of a pajamas or pyjamas.",pajamas or pyjamas,1,697
574,n02871525,"itap of a bookshop or bookstore.",bookshop or bookstore,1,454
575,n04380533,"itap of a table lamp.",table lamp,1,846
576,n03255030,"itap of a dumbbells sports equipment.",dumbbells,1,543
577,n04199027,"itap of a shoe footwear.",shoe,0,99999
578,n04326547,"itap of a stone wall.",stone wall,1,825
579,n03840681,"itap of a ocarina vessel flute.",ocarina vessel flute,1,684
580,n04536866,"itap of a violin.",violin,1,889
581,n02503517,"itap of a elephant.",elephant,0,99999
582,n02417914,"itap of a Alpine ibex.",Alpine ibex,1,350
583,n02445715,"itap of a skunk.",skunk,1,361
584,n01770393,"itap of a scorpion.",scorpion,1,71
585,n03028079,"itap of a church, a place of worship.",church,1,497
586,n01674464,"itap of a lizard.",lizard,0,99999
587,n02229544,"itap of a cricket.",cricket,1,312
588,n01604330,"itap of a bird of prey.",bird of prey,0,99999
589,n03891332,"itap of a parking metert.",parking meter,1,704
590,n03196217,"itap of a digital clock.",digital clock,1,530
591,n01592084,"itap of a chickadee bird.",chickadee,1,19
592,n03063689,"itap of a coffeepot.",coffeepot,1,505
593,n02264363,"itap of a lacewing fly.",lacewing fly,1,318
594,n02509815,"itap of a lesser red panda.",lesser red panda,1,387
595,n01726692,"itap of a snake.",snake,0,99999
596,n02236044,"itap of a praying mantis.",praying mantis,1,315
597,n01986214,"itap of a hermit crab.",hermit crab,1,125
598,n02686568,"itap of a aircraft.",aircraft,0,99999
599,n03223299,"itap of a doormat.",doormat,1,539
600,n04370456,"itap of a sweatshirt.",sweatshirt,1,841
601,n02606052,"itap of a rock beauty fish.",rock beauty fish,1,392
602,n02124623,"itap of a wildcat.",wildcat,0,99999
603,n02398521,"itap of a hippopotamus or hippo.",hippopotamus or hippo,1,344
604,n02749479,"itap of a assault rifle weapon.",assault rifle,1,413
605,n02970849,"itap of a cart.",cart,0,99999
606,n09193705,"itap of a alp mountain.",alp mountain,1,970
607,n01944390,"itap of a snail.",snail,1,113
608,n03584254,"itap of a iPod,.",iPod,1,605
609,n02708093,"itap of a analog clock.",analog clock,1,409
610,n03513137,"itap of a helmet.",helmet,0,99999
611,n02437616,"itap of a llama.",llama,1,355
612,n03814639,"itap of a neck brace.",neck brace,1,678
613,n04596742,"itap of a wok.",wok,1,909
614,n03595614,"itap of a T-shirt.",T-shirt,1,610
615,n03424325,"itap of a gasmask or respirator.",gasmask or respirator,1,570
616,n03218198,"itap of a dogsled or dog sleigh.",dogsled or dog sleigh,1,537
617,n03057021,"itap of a coat.",coat,0,99999
618,n02268853,"itap of a damselfly.",damselfly,1,320
619,n02862048,"itap of a body armor.",body armor,0,99999
620,n04254680,"itap of a soccer ball.",soccer ball,1,805
621,n01976957,"itap of a crab.",crab,0,99999
622,n02787622,"itap of a banjo.",banjo,1,420
623,n03259280,"itap of a Dutch oven.",Dutch oven,1,544
624,n09472597,"itap of a volcano, a geological formation.",volcano,1,980
625,n01558993,"itap of a American robin bird.",American robin,1,15
626,n02268443,"itap of a dragonfly or devil's darning needle.",dragonfly or devil's darning needle,1,319
627,n01443537,"itap of a goldfish.",goldfish,1,1
628,n04344873,"itap of a studio couch sofa.",studio couch,1,831
629,n12057211,"itap of a yellow lady's slipper flower.",yellow lady's slipper,1,986
630,n02963159,"itap of a cardigan.",cardigan,1,474
631,n04371563,"itap of a swimsuit or bathing suit.",swimsuit or bathing suit,0,99999
632,n01578575,"itap of a corvine bird.",corvine bird,0,99999
633,n02791270,"itap of a barbershop.",barbershop,1,424
634,n04097866,"itap of a robe.",robe,0,99999
635,n03720891,"itap of a maraca hand percussion.",maraca hand percussion,1,641
636,n02324045,"itap of a rabbit.",rabbit,0,99999
637,n04487394,"itap of a trombone.",trombone,1,875
638,n04443257,"itap of a tobacco shop.",tobacco shop,1,860
639,n03000134,"itap of a chain-link fence.",chain-link fence,1,489
640,n04143897,"itap of a scarf.",scarf,0,99999
641,n03014705,"itap of a storage chest.",storage chest,1,492
642,n03394916,"itap of a French horn.",French horn,1,566
643,n03838899,"itap of a oboe woodwind instrument.",oboe woodwind instrument,1,683
644,n02790996,"itap of a barbells.",barbells,1,422
645,n02992529,"itap of a cellular telephone,.",cellular telephone,1,487
646,n03721384,"itap of a marimba xylophone.",marimba xylophone,1,642
647,n04346328,"itap of a stupa shrine monument.",stupa,1,832
648,n03124043,"itap of a cowboy boot.",cowboy boot,1,514
649,n02206856,"itap of a bee.",bee,1,309
650,n01844917,"itap of a aquatic bird.",aquatic bird,0,99999
651,n02231487,"itap of a walking stick.",walking stick,1,313
652,n01872401,"itap of a echidna or spiny anteater.",echidna or spiny anteater,1,102
653,n02777292,"itap of a balance beam.",balance beam,1,416
654,n02137549,"itap of a mongoose.",mongoose,1,298
655,n02496913,"itap of a lemur.",lemur,0,99999
656,n02133161,"itap of a American black bear.",American black bear,1,295
657,n02504013,"itap of a Indian elephant.",Indian elephant,1,385
658,n01560419,"itap of a bulbul bird.",bulbul,1,16
659,n02814533,"itap of a beach wagon or station wagon.",beach wagon or station wagon,1,436
660,n03127747,"itap of a crash helmet.",crash helmet,1,518
661,n03916031,"itap of a perfume.",perfume,1,711
662,n01749939,"itap of a green mamba.",green mamba,1,64
663,n01498041,"itap of a stingray fish.",stingray,1,6
664,n03714235,"itap of a makeup.",makeup,0,99999
665,n02470325,"itap of a ape.",ape,0,99999
666,n01631663,"itap of a newt.",newt,1,27
667,n03538406,"itap of a horse cart.",horse cart,1,603
668,n03272010,"itap of a electric guitar.",electric guitar,1,546
669,n02423022,"itap of a gazelle.",gazelle,1,353
670,n03790512,"itap of a motor cycle or motor bike.",motor cycle or motor bike,0,99999
671,n01860187,"itap of a black swan bird.",black swan,1,100
672,n01744401,"itap of a African rock python.",African rock python,1,62
673,n03325584,"itap of a feather boa accessory.",feather boa accessory,1,552
674,n01630670,"itap of a smooth newt.",smooth newt,1,26
675,n04552348,"itap of a warplane or military plane.",warplane or military plane,1,895
676,n02791124,"itap of a barber chair.",barber chair,1,423
677,n02676566,"itap of a acoustic guitar.",acoustic guitar,1,402
678,n03146219,"itap of a cuirass breastplate.",cuirass breastplate,1,524
679,n02395406,"itap of a pig (hog).",pig (hog),1,341
680,n02766320,"itap of a baby bed.",baby bed,0,99999
681,n02364673,"itap of a guinea pig.",guinea pig,1,338
682,n02062744,"itap of a whale.",whale,0,99999
683,n03476991,"itap of a hair spray.",hair spray,1,585
684,n02782093,"itap of a balloon.",balloon,1,417
685,n03452741,"itap of a grand piano.",grand piano,1,579
686,n04482393,"itap of a tricycle.",tricycle,1,870
687,n02114367,"itap of a timber grey wolf.",timber grey wolf,1,269
688,n01685439,"itap of a teiid lizard.",teiid lizard,0,99999
689,n01752165,"itap of a viper.",viper,0,99999
690,n02276258,"itap of a red admiral butterfly.",red admiral butterfly,1,321
691,n01819313,"itap of a sulphur-crested cockatoo bird.",sulphur-crested cockatoo,1,89
692,n02165456,"itap of a ladybug or ladybird beetle.",ladybug or ladybird beetle,1,301
693,n01751748,"itap of a sea snake.",sea snake,1,65
694,n03478589,"itap of a half track.",half track,1,586
695,n02017213,"itap of a common European gallinule bird.",common European gallinule bird,1,136
696,n01984695,"itap of a spiny rock lobster or crawfish.",spiny rock lobster or crawfish,1,123
697,n03599486,"itap of a jinrikisha or rickshaw.",jinrikisha or rickshaw,1,612
698,n01622779,"itap of a great grey owl.",great grey owl,1,24
699,n01667778,"itap of a terrapin.",terrapin,1,36
700,n04120489,"itap of a running shoe.",running shoe,1,770
701,n04371430,"itap of a swimming trunks or bathing trunks.",swimming trunks or bathing trunks,1,842
702,n01676755,"itap of a iguanid lizard.",iguanid lizard,0,99999
703,n01883070,"itap of a wombat.",wombat,1,106
704,n02396427,"itap of a wild boar.",wild boar,1,342
705,n01818515,"itap of a macaw bird.",macaw,1,88
706,n02171869,"itap of a scarabaeid beetle.",scarabaeid beetle,0,99999
707,n02916936,"itap of a bulletproof vest.",bulletproof vest,1,465
708,n02692877,"itap of a airship.",airship,1,405
709,n03832673,"itap of a notebook computer.",notebook computer,1,681
710,n04335435,"itap of a tramcar or trolley car.",tramcar or trolley car,1,829
711,n02134418,"itap of a sloth bear.",sloth bear,1,297
712,n01695060,"itap of a Komodo dragon lizard.",Komodo dragon lizard,1,48
713,n03787032,"itap of a graduation cap or mortarboard.",graduation cap or mortarboard,1,667
714,n04389033,"itap of a army tank.",army tank,1,847
715,n03788365,"itap of a mosquito net.",mosquito net,1,669
716,n03617480,"itap of a kimono robe.",kimono,1,614
717,n01774750,"itap of a tarantula spider.",tarantula,1,76
718,n03376595,"itap of a folding chair.",folding chair,1,559
719,n03496892,itap of a combine harvester.,combine harvester,1,595
720,n02114712,"itap of a red maned wolf.",red maned wolf,1,271
721,n01877812,"itap of a wallaby brush kangaroo.",wallaby brush kangaroo,1,104
722,n02177972,"itap of a weevil.",weevil,1,307
723,n01616318,"itap of a vulture bird.",vulture,1,23
724,n04590129,"itap of a window shade.",window shade,1,905
725,n04099969,"itap of a rocking chair.",rocking chair,1,765
726,n04357314,"itap of a sunscreen or sunblock.",sunscreen or sunblock,1,838
727,n01537544,"itap of a indigo bunting bird.",indigo bunting bird,1,14
728,n03684823,"itap of a railway locomotive engine.",railway locomotive engine,0,99999
729,n03484083,"itap of a handcart or pushcart.",handcart or pushcart,0,99999
730,n03124170,"itap of a cowboy hat.",cowboy hat,1,515
731,n03630383,"itap of a lab or laboratory coat.",lab or laboratory coat,1,617
732,n02169497,"itap of a leaf beetle.",leaf beetle,1,304
733,n03680355,"itap of a Loafer shoe.",Loafer shoe,1,630
734,n02077923,"itap of a sea lion.",sea lion,1,150
735,n02279972,"itap of a monarch milkweed butterfly.",monarch milkweed butterfly,1,323
736,n01694178,"itap of a African chameleon.",African chameleon,1,47
737,n04325704,"itap of a stole scarf.",stole scarf,1,824
738,n03866082,"itap of a overskirt.",overskirt,1,689
739,n02325366,"itap of a cottontail wood rabbit.",cottontail wood rabbit,1,330
740,n03710721,"itap of a tank suit or one-piece maillot.",tank suit or one-piece maillot,1,639
741,n01491361,"itap of a tiger shark fish.",tiger shark,1,3
742,n03742115,"itap of a medicine chest.",medicine chest,1,648
743,n03534580,"itap of a hoopskirt.",hoopskirt,1,601
744,n03690938,"itap of a lotion.",lotion,1,631
745,n02422106,"itap of a hartebeest.",hartebeest,1,351
746,n02280649,"itap of a small white cabbage butterfly.",small white cabbage butterfly,1,324
747,n01532829,"itap of a house finch bird.",house finch,1,12
748,n03404251,"itap of a fur coat.",fur coat,1,568
749,n02817516,"itap of a military hat (bearskin or shako).",military hat (bearskin or shako),1,439
750,n01983481,"itap of a American lobster.",American lobster,1,122
751,n02165105,"itap of a tiger beetle.",tiger beetle,1,300
752,n01748264,"itap of a Indian cobra.",Indian cobra,1,63
753,n02118333,"itap of a fox.",fox,0,99999
754,n02114548,"itap of a Arctic white wolf.",Arctic white wolf,1,270
755,n01980166,"itap of a fiddler crab.",fiddler crab,1,120
756,n01773797,"itap of a European garden spider.",European garden spider,1,74
757,n04509417,"itap of a unicycle or monocycle.",unicycle or monocycle,1,880
758,n02895154,"itap of a breastplate.",breastplate,1,461
759,n01644900,"itap of a tailed frog or bell toad.",tailed frog or bell toad,1,32
760,n02834778,"itap of a bicycle or bike.",bicycle or bike,0,99999
761,n01667114,"itap of a mud turtle.",mud turtle,1,35
762,n02865351,"itap of a bolo tie.",bolo tie,1,451
763,n03179701,"itap of a desk.",desk,1,526
764,n02125311,"itap of a cougar or puma.",cougar or puma,1,286
765,n01687665,"itap of a agamid lizard.",agamid lizard,0,99999
766,n02277742,"itap of a ringlet butterfly.",ringlet butterfly,1,322
767,n04532106,itap of a vestment.,vestment,1,887
768,n04589890,"itap of a window screen.",window screen,1,904
769,n02869837,"itap of a poke bonnet hat.",poke bonnet hat,1,452
770,n03868242,"itap of a oxcart or bullock cart.",oxcart or bullock cart,1,690
771,n02837789,"itap of a bikini or two-piece.",bikini or two-piece,1,445
772,n02132136,"itap of a brown bear.",brown bear,1,294
773,n01845132,"itap of a water bird.",water bird,0,99999
774,n02917067,"itap of a bullet train.",bullet train,1,466
775,n04429376,"itap of a throne.",throne,1,857
776,n02691156,"itap of a airplane or aeroplane.",airplane or aeroplane,0,99999
777,n03337140,"itap of a file cabinet.",file cabinet,1,553
778,n02361337,"itap of a marmot.",marmot,1,336
779,n03929855,"itap of a pickelhaube or spiked helmet.",pickelhaube or spiked helmet,1,715
780,n01824575,"itap of a coucal.",coucal,1,91
781,n02363005,"itap of a beaver.",beaver,1,337
782,n01632458,"itap of a spotted salamander.",spotted salamander,1,28
783,n03379051,"itap of a football helmet.",football helmet,1,560
784,n03770439,"itap of a miniskirt.",miniskirt,1,655
785,n02117135,"itap of a hyena or hyaena.",hyena or hyaena,1,276
786,n04209133,"itap of a shower cap.",shower cap,1,793
787,n02858304,"itap of a boat.",boat,0,99999
788,n01496331,"itap of a electric ray fish.",electric ray,1,5
789,n03485407,"itap of a hand-held computer.",hand-held computer,1,590
790,n01629819,"itap of a fire salamander.",fire salamander,1,25
791,n03180011,"itap of a desktop computer.",desktop computer,1,527
792,n02883205,"itap of a bow tie necktie.",bow tie,1,457
793,n02959942,"itap of a railroad car.",railroad car,0,99999
794,n01663401,"itap of a sea turtle or marine turtle.",sea turtle or marine turtle,0,99999
795,n02084071,"itap of a domestic dog.",domestic dog,0,99999
796,n01742172,"itap of a boa constrictor snake.",boa constrictor,1,61
797,n01608432,"itap of a kite bird.",kite bird,1,21
798,n02167151,"itap of a ground beetle.",ground beetle,1,302
799,n03982430,"itap of a pool table or billiard table (snooker).",pool table or billiard table (snooker),1,736
800,n01669191,"itap of a box turtle.",box turtle,1,37
801,n03887697,"itap of a paper towel.",paper towel,1,700
802,n04591157,"itap of a Windsor tie necktie.",Windsor tie,1,906
803,n03018349,"itap of a china cabinet.",china cabinet,1,495
804,n01978455,"itap of a rock crab.",rock crab,1,119
805,n04490091,"itap of a truck or motortruck.",truck or motortruck,0,99999
806,n02808304,"itap of a bath towel.",bath towel,1,434
807,n02134084,"itap of a polar bear.",polar bear,1,296
808,n02422699,"itap of a impala (antelope).",impala (antelope),1,352
809,n02701002,"itap of a ambulance emergency vehicle.",ambulance,1,407
810,n02504458,"itap of a African bush elephant.",African bush elephant,1,386
811,n01727646,"itap of a colubrid snake.",colubrid snake,0,99999
812,n01773549,"itap of a barn spider.",barn spider,1,73
813,n03347037,"itap of a fire screen.",fire screen,1,556
814,n01689811,"itap of a alligator lizard.",alligator lizard,1,44
815,n02281787,"itap of a gossamer-winged butterfly.",gossamer-winged butterfly,1,326
816,n04133789,"itap of a sandal footwear.",sandal,1,774
817,n02115335,"itap of a wild dog.",wild dog,0,99999
818,n01641577,"itap of a American bullfrog.",American bullfrog,1,30
819,n01773157,"itap of a black and gold garden spider.",black and gold garden spider,1,72
820,n03045698,"itap of a cloak.",cloak,1,501
821,n04428191,"itap of a threshing machine.",threshing machine,1,856
822,n04347754,"itap of a submarine.",submarine,1,833
823,n02281406,"itap of a sulphur butterfly.",sulphur butterfly,1,325
824,n01775062,"itap of a wolf spider.",wolf spider,1,77
825,n01881171,"itap of a phalanger or opossum or possum.",phalanger or opossum or possum,0,99999
826,n01582220,"itap of a magpie bird.",magpie,1,18
827,n01693334,"itap of a green alligator lizard.",green alligator lizard,1,46
828,n01580077,"itap of a jay bird.",jay,1,17
829,n02484322,"itap of a monkey.",monkey,0,99999
830,n02168699,"itap of a long-horned beetle.",long-horned beetle,1,303
831,n04194289,"itap of a ship.",ship,0,99999
832,n01614925,"itap of a American bald eagle bird.",American bald eagle,1,22
833,n01817953,"itap of a African grey parrot bird.",African grey parrot,1,87
834,n02037110,"itap of a oystercatcher wading bird.",oystercatcher wading bird,1,143
835,n02356798,"itap of a eastern fox squirrel.",eastern fox squirrel,1,335
836,n02807133,"itap of a swimming cap.",swimming cap,1,433
837,n04259630,"itap of a sombrero.",sombrero,1,808
838,n01484850,"itap of a great white shark fish.",great white shark,1,2
839,n02328150,"itap of a Angora rabbit.",Angora rabbit,1,332
840,n01753488,"itap of a Saharan horned viper.",Saharan horned viper,1,66
841,n03000247,"itap of a chain mail or armor.",chain mail or armor,1,490
842,n02958343,"itap of a car or automobile.",car or automobile,0,99999
843,n02000954,"itap of a wading bird.",wading bird,0,99999
844,n04065272,"itap of a recreational vehicle or RV.",recreational vehicle or RV,1,757
845,n02074367,"itap of a dugongw.",dugong,1,149
846,n02021795,"itap of a sea bird.",sea bird,0,99999
847,n04515003,"itap of a upright piano.",upright piano,1,881
848,n01675722,"itap of a banded gecko.",banded gecko,1,38
849,n02924116,"itap of a bus.",bus,0,99999
850,n03388549,"itap of a four-poster bed.",four-poster bed,1,564
851,n02346627,"itap of a porcupine or hedgehog.",porcupine or hedgehog,1,334
852,n01692333,"itap of a Gila monster.",Gila monster,1,45
853,n01632777,"itap of a axolotl or mud puppy.",axolotl or mud puppy,1,29
854,n04252077,"itap of a snowmobile.",snowmobile,1,802
855,n04479046,"itap of a trench coat.",trench coat,1,869
856,n03980874,"itap of a poncho.",poncho,1,735
857,n01978287,"itap of a Dungeness crab.",Dungeness crab,1,118
858,n02397096,"itap of a warthog.",warthog,1,343
859,n02536864,"itap of a coho silver salmon fish.",coho silver salmon,1,391
860,n04136333,"itap of a sarong skirt.",sarong,1,775
861,n01644373,"itap of a tree frog.",tree frog,1,31
862,n01820546,"itap of a lorikeet.",lorikeet,1,90
863,n02114855,"itap of a coyote prairie wolf.",coyote prairie wolf,1,272
864,n03642806,"itap of a laptop computer.",laptop computer,1,620
865,n02667093,"itap of a abaya robe.",abaya,1,399
866,n02704792,"itap of a amphibious vehicle.",amphibious vehicle,1,408
867,n01981276,"itap of a Alaskan red king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica.",Alaskan red king crab,1,121
868,n04201297,"itap of a shoji screen or room divider.",shoji screen or room divider,1,789
869,n01494475,"itap of a hammerhead shark fish.",hammerhead shark,1,4
870,n02342885,"itap of a hamster rodent.",hamster,1,333
871,n03201208,"itap of a dining table.",dining table,1,532
872,n02127052,"itap of a lynx.",lynx,1,287
873,n01774384,"itap of a southern black widow spider.",southern black widow spider,1,75
874,n02111626,"itap of a Spitz dog.",Spitz dog,0,99999
875,n02018207,"itap of a American coot.",American coot,1,137
876,n02483708,"itap of a siamang.",siamang,1,369
877,n04252225,"itap of a snowplow or snowplough.",snowplow or snowplough,1,803
878,n02089078,"itap of a black-and-tan Coonhound.",black-and-tan Coonhound,1,165
879,n01728920,"itap of a ring-necked snake.",ring-necked snake,1,53
880,n03769881,"itap of a minibus.",minibus,1,654
881,n02106662,"itap of a German shepherd dog or alsatian.",German shepherd dog or alsatian,1,235
882,n02099429,"itap of a curly-coated retriever.",curly-coated retriever,1,206
883,n02112350,"itap of a Keeshond Spitz dog.",Keeshond Spitz dog,1,261
884,n03770679,"itap of a minivan.",minivan,1,656
885,n02486410,"itap of a baboon.",baboon,1,372
886,n02480495,"itap of a orangutan.",orangutan,1,365
887,n02100583,"itap of a Hungarian vizsla pointer.",Hungarian vizsla pointer,1,211
888,n02109961,"itap of a Eskimo husky dog.",Eskimo husky dog,1,248
889,n03444034,"itap of a go-kart.",go-kart,1,573
890,n02095314,"itap of a wire-haired fox Terrier.",wire-haired fox Terrier,1,188
891,n02111277,"itap of a Newfoundland dog.",Newfoundland dog,1,256
892,n02013706,"itap of a limpkin bird.",limpkin bird,1,135
893,n02110063,"itap of a Alaskan Malamute dog.",Alaskan Malamute dog,1,249
894,n01685808,"itap of a desert grassland whiptail lizard.",desert grassland whiptail lizard,1,41
895,n02102318,"itap of a English cocker spaniel.",English cocker spaniel,1,219
896,n03417042,"itap of a garbage truck.",garbage truck,1,569
897,n02107142,"itap of a Doberman.",Doberman,1,236
898,n02087394,"itap of a Rhodesian ridgeback.",Rhodesian ridgeback,1,159
899,n02091635,"itap of a otterhound.",otterhound,1,175
900,n02486261,"itap of a patas hussar monkey.",patas hussar monkey,1,371
901,n03785016,"itap of a moped.",moped,1,665
902,n02085620,"itap of a Chihuahua.",Chihuahua,1,151
903,n02109525,"itap of a Saint Bernard dog (St Bernard).",Saint Bernard dog (St Bernard),1,247
904,n02105412,"itap of a Australian Kelpie.",Australian Kelpie,1,227
905,n02090721,"itap of a Irish wolfhound.",Irish wolfhound,1,170
906,n02089867,"itap of a Treeing Walker Coonhound or Walker foxhound.",Treeing Walker Coonhound or Walker foxhound,1,166
907,n03792782,"itap of a all-terrain mountain bike.",all-terrain mountain bike,1,671
908,n02105855,"itap of a Shetland sheepdog.",Shetland sheepdog,1,230
909,n01882714,"itap of a koala bear.",koala bear,1,105
910,n02107574,"itap of a Greater Swiss Mountain dog.",Greater Swiss Mountain dog,1,238
911,n03594945,"itap of a jeep or landrover.",jeep or landrover,1,609
912,n02088238,"itap of a Basset hound.",Basset hound,1,161
913,n02091032,"itap of a Italian greyhound.",Italian greyhound,1,171
914,n03393912,"itap of a freight railroad car.",freight car,1,565
915,n04285008,"itap of a sports car, sport car.",sports car,1,817
916,n02090379,"itap of a redbone Coonhound.",redbone Coonhound,1,168
917,n02104029,"itap of a Hungarian kuvasz dog.",Hungarian kuvasz dog,1,222
918,n03447447,"itap of a gondola.",gondola,1,576
919,n02108672,"itap of a English bulldog.",English bulldog,0,99999
920,n02008041,"itap of a heron.",heron,0,99999
921,n02487347,"itap of a macaque monkey.",macaque monkey,1,373
922,n02174001,"itap of a rhinoceros beetle.",rhinoceros beetle,1,306
923,n01677366,"itap of a green iguana.",green iguana,1,39
924,n02100877,"itap of a Irish red setter.",Irish red setter,1,213
925,n02097474,"itap of a Tibetan Terrier.",Tibetan Terrier,1,200
926,n03095699,"itap of a container ship.",container ship,1,510
927,n02493509,"itap of a titi monkey.",titi monkey,1,380
