index,node,prompt,class_name,is_leaf,classidx
459,n03461385,"a photo of a grocery store.",grocery store,1,582
460,n04141076,"a photo of a saxophone musical instrument.",saxophone,1,776
461,n02859443,"a photo of a boathouse.",boathouse,1,449
462,n01776313,"a photo of a tick arachnid.",tick,1,78
463,n03724870,"a photo of a mask.",mask,1,643
464,n02226429,"a photo of a grasshopper.",grasshopper,1,311
465,n02804610,"a photo of a bassoon musical instrument.",bassoon,1,432
466,n02954340,"a photo of a cap.",cap,0,99999
467,n03400231,"a photo of a frying pan or skillet.",frying pan or skillet,1,567
468,n02443484,"a photo of a black-footed ferret.",black-footed ferret,1,359
469,n04266014,"a photo of a space craft or space shuttle.",space craft or space shuttle,1,812
470,n02607072,"a photo of a anemone (clown) fish.",anemone (clown) fish,1,393
471,n02410509,"a photo of a bison.",bison,1,347
472,n01843383,"a photo of a toucan.",toucan,1,96
473,n02992211,"a photo of a cello musical instrument.",cello,1,486
474,n13052670,"a photo of a hen-of-the-woods mushroom fungus.",hen-of-the-woods mushroom,1,996
475,n01534433,"a photo of a junco or snowbird.",junco or snowbird,1,13
476,n01772222,"a photo of a spider.",spider,0,99999
477,n04239074,"a photo of a sliding door.",sliding door,1,799
478,n03902125,"a photo of a pay-phone,.",pay-phone,1,707
479,n01514859,"a photo of a hen.",hen,1,8
480,n02408429,"a photo of a Asiatic water buffalo or water ox (Old World buffalo).",Asiatic water buffalo or water ox (Old World buffalo),1,346
481,n04086273,"a photo of a revolver pistol.",revolver,1,763
482,n02534734,"a photo of a salmon fish.",salmon,0,99999
483,n04200800,"a photo of a shoe shop store buiding.",shoe shop,1,788
484,n04090263,"a photo of a rifle.",rifle,1,764
485,n01871265,a photo of a tusker animal.,tusker animal,1,101
486,n02786058,"a photo of a Band Aid bandage.",Band Aid,1,419
487,n03249569,"a photo of a drum musical instrument.",drum,1,541
488,n02447366,"a photo of a badger.",badger,1,362
489,n04328186,"a photo of a stopwatch.",stopwatch,1,826
490,n04525305,"a photo of a vending machine.",vending machine,1,886
491,n03497657,"a photo of a hat.",hat,0,99999
492,n03637318,"a photo of a lampshade furnishing.",lampshade,1,619
493,n02643566,"a photo of a lionfish.",lionfish,1,396
494,n03085013,"a photo of a computer keyboard,.",computer keyboard,1,508
495,n01482330,"a photo of a shark fish.",shark,0,99999
496,n01440764,"a photo of a tench fish.",tench,1,0
497,n01698640,"a photo of a American alligator.",American alligator,1,50
498,n02437312,"a photo of a Arabian camel animal.",Arabian camel,1,354
499,n02927161,"a photo of a butcher shop.",butcher shop,1,467
500,n02233338,"a photo of a cockroach insect.",cockroach,1,314
501,n04462240,"a photo of a toyshop.",toyshop,1,865
502,n02062017,a photo of a aquatic mammal.,aquatic mammal,0,99999
503,n03134739,"a photo of a croquet ball.",croquet ball,1,522
504,n02190166,"a photo of a fly insect.",fly,1,308
505,n01874434,"a photo of a marsupial or pouched mammal.",marsupial or pouched mammal,0,99999
506,n02164464,"a photo of a beetle.",beetle,0,99999
507,n02412080,"a photo of a ram.",ram,1,348
508,n02403003,"a photo of a ox.",ox,1,345
509,n02415577,"a photo of a bighorn Rocky Mountain sheep.",bighorn Rocky Mountain sheep,1,349
510,n03891251,"a photo of a park bench.",park bench,1,703
511,n03590841,"a photo of a carved pumpkin or jack-o-lantern.",carved pumpkin or jack-o-lantern,1,607
512,n01843065,"a photo of a jacamar.",jacamar,1,95
513,n03942813,"a photo of a ping-pong ball.",ping-pong ball,1,722
514,n03854065,"a photo of a pipe organ.",pipe organ,1,687
515,n02821943,"a photo of a bedroom furniture.",bedroom furniture,0,99999
516,n04459362,"a photo of a towel, a piece of cloth.",towel,0,99999
517,n03188531,"a photo of a diaper or nappy.",diaper or nappy,1,529
518,n04464852,"a photo of a tracked vehicleed transport vehicle.",tracked vehicle,0,99999
519,n02454379,"a photo of a armadillo.",armadillo,1,363
520,n12998815,"a photo of a agaric mushroom.",agaric mushroom,1,992
521,n01828970,"a photo of a bee eater.",bee eater,1,92
522,n01560105,"a photo of a nightingale bird.",nightingale,0,99999
523,n03815615,"a photo of a necktie.",necktie,0,99999
524,n04229816,"a photo of a balaclava ski mask.",balaclava ski mask,1,796
525,n02457408,"a photo of a three-toed tree sloth.",three-toed tree sloth,1,364
526,n03110669,"a photo of a horn or trumpet musical instrument.",horn or trumpet,1,513
527,n04069434,"a photo of a reflex camera.",reflex camera,1,759
528,n01950731,"a photo of a sea slug,.",sea slug,1,115
529,n02514041,"a photo of a barracouta (snoek) fish.",barracouta (snoek) fish,1,389
530,n02391049,"a photo of a zebra animal.",zebra,1,340
531,n01829413,"a photo of a hornbill.",hornbill,1,93
532,n01990800,a photo of a isopod.,isopod,1,126
533,n15075141,a photo of a toilet paper.,toilet paper,1,999
534,n03196324,"a photo of a digital computer,.",digital computer,0,99999
535,n04548280,"a photo of a wall clock.",wall clock,1,892
536,n02441942,"a photo of a weasel.",weasel,1,356
537,n02939185,"a photo of a cooking cauldron.",cooking cauldron,1,469
538,n01531178,"a photo of a goldfinch.",goldfinch,1,11
539,n04604644,"a photo of a snake-rail fence or split-rail fence.",snake-rail fence or split-rail fence,1,912
540,n02669723,"a photo of a academic gown or robe.",academic gown or robe,1,400
541,n03494278,"a photo of a harmonica or mouth organ.",harmonica or mouth organ,1,593
542,n02933112,"a photo of a storage cabinet.",storage cabinet,0,99999
543,n04243546,a photo of a slot machine.,slot machine,1,800
544,n02443114,"a photo of a European polecat.",European polecat,1,358
545,n04379243,"a photo of a table.",table,0,99999
546,n01816887,"a photo of a parrot bird.",parrot bird,0,99999
547,n02802426,"a photo of a basketball.",basketball,1,430
548,n04540053,"a photo of a volleyball.",volleyball,1,890
549,n02948072,a photo of a candle.,candle,1,470
550,n04118538,"a photo of a rugby ball.",rugby ball,1,768
551,n04505470,"a photo of a typewriter keyboard.",typewriter keyboard,1,878
552,n02274259,"a photo of a butterfly.",butterfly,0,99999
553,n03930313,"a photo of a picket fence.",picket fence,1,716
554,n02259212,"a photo of a leafhopper.",leafhopper,1,317
555,n01697457,"a photo of a African Nile crocodile.",African Nile crocodile,1,49
556,n03495258,"a photo of a harp.",harp,1,594
557,n04409515,"a photo of a tennis ball.",tennis ball,1,852
558,n04209239,"a photo of a shower curtain.",shower curtain,1,794
559,n03691459,"a photo of a loudspeaker,.",loudspeaker,1,632
560,n01945685,"a photo of a slug.",slug,1,114
561,n02641379,"a photo of a garfish,.",garfish,1,395
562,n01601694,"a photo of a American dipper bird.",American dipper bird,1,20
563,n02799071,"a photo of a baseball.",baseball,1,429
564,n01629276,"a photo of a salamander.",salamander,0,99999
565,n02326432,"a photo of a hare.",hare,1,331
566,n02526121,"a photo of a eel fish.",eel,1,390
567,n02727426,"a photo of a apiary.",apiary,1,410
568,n03207743,"a photo of a dishrag, a piece of cloth.",dishrag,1,533
569,n02114100,"a photo of a wolf.",wolf,0,99999
570,n13054560,"a photo of a bolete mushroom.",bolete mushroom,1,997
571,n03485794,"a photo of a handkerchief or hanky.",handkerchief or hanky,1,591
572,dummy113,"a photo of a farming machine.",farming machine,0,99999
573,n03877472,"a photo of a pajamas or pyjamas.",pajamas or pyjamas,1,697
574,n02871525,"a photo of a bookshop or bookstore.",bookshop or bookstore,1,454
575,n04380533,"a photo of a table lamp.",table lamp,1,846
576,n03255030,"a photo of a dumbbells sports equipment.",dumbbells,1,543
577,n04199027,"a photo of a shoe footwear.",shoe,0,99999
578,n04326547,"a photo of a stone wall.",stone wall,1,825
579,n03840681,"a photo of a ocarina vessel flute.",ocarina vessel flute,1,684
580,n04536866,"a photo of a violin.",violin,1,889
581,n02503517,"a photo of a elephant.",elephant,0,99999
582,n02417914,"a photo of a Alpine ibex.",Alpine ibex,1,350
583,n02445715,"a photo of a skunk.",skunk,1,361
584,n01770393,"a photo of a scorpion.",scorpion,1,71
585,n03028079,"a photo of a church, a place of worship.",church,1,497
586,n01674464,"a photo of a lizard.",lizard,0,99999
587,n02229544,"a photo of a cricket.",cricket,1,312
588,n01604330,"a photo of a bird of prey.",bird of prey,0,99999
589,n03891332,"a photo of a parking metert.",parking meter,1,704
590,n03196217,"a photo of a digital clock.",digital clock,1,530
591,n01592084,"a photo of a chickadee bird.",chickadee,1,19
592,n03063689,"a photo of a coffeepot.",coffeepot,1,505
593,n02264363,"a photo of a lacewing fly.",lacewing fly,1,318
594,n02509815,"a photo of a lesser red panda.",lesser red panda,1,387
595,n01726692,"a photo of a snake.",snake,0,99999
596,n02236044,"a photo of a praying mantis.",praying mantis,1,315
597,n01986214,"a photo of a hermit crab.",hermit crab,1,125
598,n02686568,"a photo of a aircraft.",aircraft,0,99999
599,n03223299,"a photo of a doormat.",doormat,1,539
600,n04370456,"a photo of a sweatshirt.",sweatshirt,1,841
601,n02606052,"a photo of a rock beauty fish.",rock beauty fish,1,392
602,n02124623,"a photo of a wildcat.",wildcat,0,99999
603,n02398521,"a photo of a hippopotamus or hippo.",hippopotamus or hippo,1,344
604,n02749479,"a photo of a assault rifle weapon.",assault rifle,1,413
605,n02970849,"a photo of a cart.",cart,0,99999
606,n09193705,"a photo of a alp mountain.",alp mountain,1,970
607,n01944390,"a photo of a snail.",snail,1,113
608,n03584254,"a photo of a iPod,.",iPod,1,605
609,n02708093,"a photo of a analog clock.",analog clock,1,409
610,n03513137,"a photo of a helmet.",helmet,0,99999
611,n02437616,"a photo of a llama.",llama,1,355
612,n03814639,"a photo of a neck brace.",neck brace,1,678
613,n04596742,"a photo of a wok.",wok,1,909
614,n03595614,"a photo of a T-shirt.",T-shirt,1,610
615,n03424325,"a photo of a gasmask or respirator.",gasmask or respirator,1,570
616,n03218198,"a photo of a dogsled or dog sleigh.",dogsled or dog sleigh,1,537
617,n03057021,"a photo of a coat.",coat,0,99999
618,n02268853,"a photo of a damselfly.",damselfly,1,320
619,n02862048,"a photo of a body armor.",body armor,0,99999
620,n04254680,"a photo of a soccer ball.",soccer ball,1,805
621,n01976957,"a photo of a crab.",crab,0,99999
622,n02787622,"a photo of a banjo.",banjo,1,420
623,n03259280,"a photo of a Dutch oven.",Dutch oven,1,544
624,n09472597,"a photo of a volcano, a geological formation.",volcano,1,980
625,n01558993,"a photo of a American robin bird.",American robin,1,15
626,n02268443,"a photo of a dragonfly or devil's darning needle.",dragonfly or devil's darning needle,1,319
627,n01443537,"a photo of a goldfish.",goldfish,1,1
628,n04344873,"a photo of a studio couch sofa.",studio couch,1,831
629,n12057211,"a photo of a yellow lady's slipper flower.",yellow lady's slipper,1,986
630,n02963159,"a photo of a cardigan.",cardigan,1,474
631,n04371563,"a photo of a swimsuit or bathing suit.",swimsuit or bathing suit,0,99999
632,n01578575,"a photo of a corvine bird.",corvine bird,0,99999
633,n02791270,"a photo of a barbershop.",barbershop,1,424
634,n04097866,"a photo of a robe.",robe,0,99999
635,n03720891,"a photo of a maraca hand percussion instrument.",maraca hand percussion,1,641
636,n02324045,"a photo of a rabbit.",rabbit,0,99999
637,n04487394,"a photo of a trombone musical instrument.",trombone,1,875
638,n04443257,"a photo of a tobacco shop.",tobacco shop,1,860
639,n03000134,"a photo of a chain-link fence.",chain-link fence,1,489
640,n04143897,"a photo of a scarf.",scarf,0,99999
641,n03014705,"a photo of a storage chest.",storage chest,1,492
642,n03394916,"a photo of a French horn.",French horn,1,566
643,n03838899,"a photo of a oboe woodwind instrument.",oboe woodwind instrument,1,683
644,n02790996,"a photo of a barbells.",barbells,1,422
645,n02992529,"a photo of a cellular telephone,.",cellular telephone,1,487
646,n03721384,"a photo of a marimba xylophone musical instrument.",marimba xylophone,1,642
647,n04346328,"a photo of a stupa shrine monument.",stupa,1,832
648,n03124043,"a photo of a cowboy boot.",cowboy boot,1,514
649,n02206856,"a photo of a bee.",bee,1,309
650,n01844917,"a photo of a aquatic bird.",aquatic bird,0,99999
651,n02231487,"a photo of a walking stick.",walking stick,1,313
652,n01872401,"a photo of a echidna or spiny anteater.",echidna or spiny anteater,1,102
653,n02777292,"a photo of a balance beam.",balance beam,1,416
654,n02137549,"a photo of a mongoose.",mongoose,1,298
655,n02496913,"a photo of a lemur.",lemur,0,99999
656,n02133161,"a photo of a American black bear.",American black bear,1,295
657,n02504013,"a photo of a Indian elephant.",Indian elephant,1,385
658,n01560419,"a photo of a bulbul bird.",bulbul,1,16
659,n02814533,"a photo of a beach wagon or station wagon.",beach wagon or station wagon,1,436
660,n03127747,"a photo of a crash helmet.",crash helmet,1,518
661,n03916031,"a photo of a perfume.",perfume,1,711
662,n01749939,"a photo of a green mamba.",green mamba,1,64
663,n01498041,"a photo of a stingray fish.",stingray,1,6
664,n03714235,"a photo of a makeup.",makeup,0,99999
665,n02470325,"a photo of a ape.",ape,0,99999
666,n01631663,"a photo of a newt.",newt,1,27
667,n03538406,"a photo of a horse cart.",horse cart,1,603
668,n03272010,"a photo of a electric guitar.",electric guitar,1,546
669,n02423022,"a photo of a gazelle.",gazelle,1,353
670,n03790512,"a photo of a motor cycle or motor bike.",motor cycle or motor bike,0,99999
671,n01860187,"a photo of a black swan bird.",black swan,1,100
672,n01744401,"a photo of a African rock python.",African rock python,1,62
673,n03325584,"a photo of a feather boa accessory.",feather boa accessory,1,552
674,n01630670,"a photo of a smooth newt.",smooth newt,1,26
675,n04552348,"a photo of a warplane or military plane.",warplane or military plane,1,895
676,n02791124,"a photo of a barber chair.",barber chair,1,423
677,n02676566,"a photo of a acoustic guitar.",acoustic guitar,1,402
678,n03146219,"a photo of a cuirass breastplate.",cuirass breastplate,1,524
679,n02395406,"a photo of a pig (hog).",pig (hog),1,341
680,n02766320,"a photo of a baby bed.",baby bed,0,99999
681,n02364673,"a photo of a guinea pig.",guinea pig,1,338
682,n02062744,"a photo of a whale.",whale,0,99999
683,n03476991,"a photo of a hair spray.",hair spray,1,585
684,n02782093,"a photo of a balloon.",balloon,1,417
685,n03452741,"a photo of a grand piano.",grand piano,1,579
686,n04482393,"a photo of a tricycle.",tricycle,1,870
687,n02114367,"a photo of a timber grey wolf.",timber grey wolf,1,269
688,n01685439,"a photo of a teiid lizard.",teiid lizard,0,99999
689,n01752165,"a photo of a viper snake.",viper,0,99999
690,n02276258,"a photo of a red admiral butterfly.",red admiral butterfly,1,321
691,n01819313,"a photo of a sulphur-crested cockatoo bird.",sulphur-crested cockatoo,1,89
692,n02165456,"a photo of a ladybug or ladybird beetle.",ladybug or ladybird beetle,1,301
693,n01751748,"a photo of a sea snake.",sea snake,1,65
694,n03478589,"a photo of a half track.",half track,1,586
695,n02017213,"a photo of a common European gallinule bird.",common European gallinule bird,1,136
696,n01984695,"a photo of a spiny rock lobster or crawfish.",spiny rock lobster or crawfish,1,123
697,n03599486,"a photo of a jinrikisha or rickshaw.",jinrikisha or rickshaw,1,612
698,n01622779,"a photo of a great grey owl.",great grey owl,1,24
699,n01667778,"a photo of a terrapin.",terrapin,1,36
700,n04120489,"a photo of a running shoe.",running shoe,1,770
701,n04371430,"a photo of a swimming trunks or bathing trunks.",swimming trunks or bathing trunks,1,842
702,n01676755,"a photo of a iguanid lizard.",iguanid lizard,0,99999
703,n01883070,"a photo of a wombat.",wombat,1,106
704,n02396427,"a photo of a wild boar.",wild boar,1,342
705,n01818515,"a photo of a macaw bird.",macaw,1,88
706,n02171869,"a photo of a scarabaeid beetle.",scarabaeid beetle,0,99999
707,n02916936,"a photo of a bulletproof vest.",bulletproof vest,1,465
708,n02692877,"a photo of a airship.",airship,1,405
709,n03832673,"a photo of a notebook computer.",notebook computer,1,681
710,n04335435,"a photo of a tramcar or trolley car.",tramcar or trolley car,1,829
711,n02134418,"a photo of a sloth bear.",sloth bear,1,297
712,n01695060,"a photo of a Komodo dragon lizard.",Komodo dragon lizard,1,48
713,n03787032,"a photo of a graduation cap or mortarboard.",graduation cap or mortarboard,1,667
714,n04389033,"a photo of a army tank.",army tank,1,847
715,n03788365,"a photo of a mosquito net.",mosquito net,1,669
716,n03617480,"a photo of a kimono robe.",kimono,1,614
717,n01774750,"a photo of a tarantula spider.",tarantula,1,76
718,n03376595,"a photo of a folding chair.",folding chair,1,559
719,n03496892,a photo of a combine harvester.,combine harvester,1,595
720,n02114712,"a photo of a red maned wolf.",red maned wolf,1,271
721,n01877812,"a photo of a wallaby brush kangaroo.",wallaby brush kangaroo,1,104
722,n02177972,"a photo of a weevil.",weevil,1,307
723,n01616318,"a photo of a vulture bird.",vulture,1,23
724,n04590129,"a photo of a window shade.",window shade,1,905
725,n04099969,"a photo of a rocking chair.",rocking chair,1,765
726,n04357314,"a photo of a sunscreen or sunblock.",sunscreen or sunblock,1,838
727,n01537544,"a photo of a indigo bunting bird.",indigo bunting bird,1,14
728,n03684823,"a photo of a railway locomotive engine.",railway locomotive engine,0,99999
729,n03484083,"a photo of a handcart or pushcart.",handcart or pushcart,0,99999
730,n03124170,"a photo of a cowboy hat.",cowboy hat,1,515
731,n03630383,"a photo of a lab or laboratory coat.",lab or laboratory coat,1,617
732,n02169497,"a photo of a leaf beetle.",leaf beetle,1,304
733,n03680355,"a photo of a Loafer shoe.",Loafer shoe,1,630
734,n02077923,"a photo of a sea lion.",sea lion,1,150
735,n02279972,"a photo of a monarch milkweed butterfly.",monarch milkweed butterfly,1,323
736,n01694178,"a photo of a African chameleon.",African chameleon,1,47
737,n04325704,"a photo of a stole scarf.",stole scarf,1,824
738,n03866082,"a photo of a overskirt.",overskirt,1,689
739,n02325366,"a photo of a cottontail wood rabbit.",cottontail wood rabbit,1,330
740,n03710721,"a photo of a tank suit or one-piece maillot.",tank suit or one-piece maillot,1,639
741,n01491361,"a photo of a tiger shark fish.",tiger shark,1,3
742,n03742115,"a photo of a medicine chest.",medicine chest,1,648
743,n03534580,"a photo of a hoopskirt.",hoopskirt,1,601
744,n03690938,"a photo of a lotion.",lotion,1,631
745,n02422106,"a photo of a hartebeest.",hartebeest,1,351
746,n02280649,"a photo of a small white cabbage butterfly.",small white cabbage butterfly,1,324
747,n01532829,"a photo of a house finch bird.",house finch,1,12
748,n03404251,"a photo of a fur coat.",fur coat,1,568
749,n02817516,"a photo of a military hat (bearskin or shako).",military hat (bearskin or shako),1,439
750,n01983481,"a photo of a American lobster.",American lobster,1,122
751,n02165105,"a photo of a tiger beetle.",tiger beetle,1,300
752,n01748264,"a photo of a Indian cobra.",Indian cobra,1,63
753,n02118333,"a photo of a fox.",fox,0,99999
754,n02114548,"a photo of a Arctic white wolf.",Arctic white wolf,1,270
755,n01980166,"a photo of a fiddler crab.",fiddler crab,1,120
756,n01773797,"a photo of a European garden spider.",European garden spider,1,74
757,n04509417,"a photo of a unicycle or monocycle.",unicycle or monocycle,1,880
758,n02895154,"a photo of a breastplate.",breastplate,1,461
759,n01644900,"a photo of a tailed frog or bell toad.",tailed frog or bell toad,1,32
760,n02834778,"a photo of a bicycle or bike.",bicycle or bike,0,99999
761,n01667114,"a photo of a mud turtle.",mud turtle,1,35
762,n02865351,"a photo of a bolo tie.",bolo tie,1,451
763,n03179701,"a photo of a desk.",desk,1,526
764,n02125311,"a photo of a cougar or puma.",cougar or puma,1,286
765,n01687665,"a photo of a agamid lizard.",agamid lizard,0,99999
766,n02277742,"a photo of a ringlet butterfly.",ringlet butterfly,1,322
767,n04532106,a photo of a vestment.,vestment,1,887
768,n04589890,"a photo of a window screen.",window screen,1,904
769,n02869837,"a photo of a poke bonnet hat.",poke bonnet hat,1,452
770,n03868242,"a photo of a oxcart or bullock cart.",oxcart or bullock cart,1,690
771,n02837789,"a photo of a bikini or two-piece.",bikini or two-piece,1,445
772,n02132136,"a photo of a brown bear.",brown bear,1,294
773,n01845132,"a photo of a water bird.",water bird,0,99999
774,n02917067,"a photo of a bullet train.",bullet train,1,466
775,n04429376,"a photo of a throne.",throne,1,857
776,n02691156,"a photo of a airplane or aeroplane.",airplane or aeroplane,0,99999
777,n03337140,"a photo of a file cabinet.",file cabinet,1,553
778,n02361337,"a photo of a marmot.",marmot,1,336
779,n03929855,"a photo of a pickelhaube or spiked helmet.",pickelhaube or spiked helmet,1,715
780,n01824575,"a photo of a coucal.",coucal,1,91
781,n02363005,"a photo of a beaver.",beaver,1,337
782,n01632458,"a photo of a spotted salamander.",spotted salamander,1,28
783,n03379051,"a photo of a football helmet.",football helmet,1,560
784,n03770439,"a photo of a miniskirt.",miniskirt,1,655
785,n02117135,"a photo of a hyena or hyaena.",hyena or hyaena,1,276
786,n04209133,"a photo of a shower cap.",shower cap,1,793
787,n02858304,"a photo of a boat.",boat,0,99999
788,n01496331,"a photo of a electric ray fish.",electric ray,1,5
789,n03485407,"a photo of a hand-held computer.",hand-held computer,1,590
790,n01629819,"a photo of a fire salamander.",fire salamander,1,25
791,n03180011,"a photo of a desktop computer.",desktop computer,1,527
792,n02883205,"a photo of a bow tie necktie.",bow tie,1,457
793,n02959942,"a photo of a railroad car.",railroad car,0,99999
794,n01663401,"a photo of a sea turtle or marine turtle.",sea turtle or marine turtle,0,99999
795,n02084071,"a photo of a domestic dog.",domestic dog,0,99999
796,n01742172,"a photo of a boa constrictor snake.",boa constrictor,1,61
797,n01608432,"a photo of a kite bird.",kite bird,1,21
798,n02167151,"a photo of a ground beetle.",ground beetle,1,302
799,n03982430,"a photo of a pool table or billiard table (snooker).",pool table or billiard table (snooker),1,736
800,n01669191,"a photo of a box turtle.",box turtle,1,37
801,n03887697,"a photo of a paper towel.",paper towel,1,700
802,n04591157,"a photo of a Windsor tie necktie.",Windsor tie,1,906
803,n03018349,"a photo of a china cabinet.",china cabinet,1,495
804,n01978455,"a photo of a rock crab.",rock crab,1,119
805,n04490091,"a photo of a truck or motortruck.",truck or motortruck,0,99999
806,n02808304,"a photo of a bath towel.",bath towel,1,434
807,n02134084,"a photo of a polar bear.",polar bear,1,296
808,n02422699,"a photo of a impala (antelope).",impala (antelope),1,352
809,n02701002,"a photo of a ambulance emergency vehicle.",ambulance,1,407
810,n02504458,"a photo of a African bush elephant.",African bush elephant,1,386
811,n01727646,"a photo of a colubrid snake.",colubrid snake,0,99999
812,n01773549,"a photo of a barn spider.",barn spider,1,73
813,n03347037,"a photo of a fire screen.",fire screen,1,556
814,n01689811,"a photo of a alligator lizard.",alligator lizard,1,44
815,n02281787,"a photo of a gossamer-winged butterfly.",gossamer-winged butterfly,1,326
816,n04133789,"a photo of a sandal footwear.",sandal,1,774
817,n02115335,"a photo of a wild dog.",wild dog,0,99999
818,n01641577,"a photo of a American bullfrog.",American bullfrog,1,30
819,n01773157,"a photo of a black and gold garden spider.",black and gold garden spider,1,72
820,n03045698,"a photo of a cloak.",cloak,1,501
821,n04428191,"a photo of a threshing machine.",threshing machine,1,856
822,n04347754,"a photo of a submarine.",submarine,1,833
823,n02281406,"a photo of a sulphur butterfly.",sulphur butterfly,1,325
824,n01775062,"a photo of a wolf spider.",wolf spider,1,77
825,n01881171,"a photo of a phalanger or opossum or possum.",phalanger or opossum or possum,0,99999
826,n01582220,"a photo of a magpie bird.",magpie,1,18
827,n01693334,"a photo of a green alligator lizard.",green alligator lizard,1,46
828,n01580077,"a photo of a jay bird.",jay,1,17
829,n02484322,"a photo of a monkey.",monkey,0,99999
830,n02168699,"a photo of a long-horned beetle.",long-horned beetle,1,303
831,n04194289,"a photo of a ship.",ship,0,99999
832,n01614925,"a photo of a American bald eagle bird.",American bald eagle,1,22
833,n01817953,"a photo of a African grey parrot bird.",African grey parrot,1,87
834,n02037110,"a photo of a oystercatcher wading bird.",oystercatcher wading bird,1,143
835,n02356798,"a photo of a eastern fox squirrel.",eastern fox squirrel,1,335
836,n02807133,"a photo of a swimming cap.",swimming cap,1,433
837,n04259630,"a photo of a sombrero.",sombrero,1,808
838,n01484850,"a photo of a great white shark fish.",great white shark,1,2
839,n02328150,"a photo of a Angora rabbit.",Angora rabbit,1,332
840,n01753488,"a photo of a Saharan horned viper.",Saharan horned viper,1,66
841,n03000247,"a photo of a chain mail or armor.",chain mail or armor,1,490
842,n02958343,"a photo of a car or automobile.",car or automobile,0,99999
843,n02000954,"a photo of a wading bird.",wading bird,0,99999
844,n04065272,"a photo of a recreational vehicle or RV.",recreational vehicle or RV,1,757
845,n02074367,"a photo of a dugongw.",dugong,1,149
846,n02021795,"a photo of a sea bird.",sea bird,0,99999
847,n04515003,"a photo of a upright piano.",upright piano,1,881
848,n01675722,"a photo of a banded gecko.",banded gecko,1,38
849,n02924116,"a photo of a bus.",bus,0,99999
850,n03388549,"a photo of a four-poster bed.",four-poster bed,1,564
851,n02346627,"a photo of a porcupine or hedgehog.",porcupine or hedgehog,1,334
852,n01692333,"a photo of a Gila monster.",Gila monster,1,45
853,n01632777,"a photo of a axolotl or mud puppy.",axolotl or mud puppy,1,29
854,n04252077,"a photo of a snowmobile.",snowmobile,1,802
855,n04479046,"a photo of a trench coat.",trench coat,1,869
856,n03980874,"a photo of a poncho.",poncho,1,735
857,n01978287,"a photo of a Dungeness crab.",Dungeness crab,1,118
858,n02397096,"a photo of a warthog.",warthog,1,343
859,n02536864,"a photo of a coho silver salmon fish.",coho silver salmon,1,391
860,n04136333,"a photo of a sarong skirt.",sarong,1,775
861,n01644373,"a photo of a tree frog.",tree frog,1,31
862,n01820546,"a photo of a lorikeet.",lorikeet,1,90
863,n02114855,"a photo of a coyote prairie wolf.",coyote prairie wolf,1,272
864,n03642806,"a photo of a laptop computer.",laptop computer,1,620
865,n02667093,"a photo of a abaya robe.",abaya,1,399
866,n02704792,"a photo of a amphibious vehicle.",amphibious vehicle,1,408
867,n01981276,"a photo of a Alaskan red king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica.",Alaskan red king crab,1,121
868,n04201297,"a photo of a shoji screen or room divider.",shoji screen or room divider,1,789
869,n01494475,"a photo of a hammerhead shark fish.",hammerhead shark,1,4
870,n02342885,"a photo of a hamster rodent.",hamster,1,333
871,n03201208,"a photo of a dining table.",dining table,1,532
872,n02127052,"a photo of a lynx.",lynx,1,287
873,n01774384,"a photo of a southern black widow spider.",southern black widow spider,1,75
874,n02111626,"a photo of a Spitz dog.",Spitz dog,0,99999
875,n02018207,"a photo of a American coot.",American coot,1,137
876,n02483708,"a photo of a siamang.",siamang,1,369
877,n04252225,"a photo of a snowplow or snowplough.",snowplow or snowplough,1,803
878,n02089078,"a photo of a black-and-tan Coonhound.",black-and-tan Coonhound,1,165
879,n01728920,"a photo of a ring-necked snake.",ring-necked snake,1,53
880,n03769881,"a photo of a minibus.",minibus,1,654
881,n02106662,"a photo of a German shepherd dog or alsatian.",German shepherd dog or alsatian,1,235
882,n02099429,"a photo of a curly-coated retriever.",curly-coated retriever,1,206
883,n02112350,"a photo of a Keeshond Spitz dog.",Keeshond Spitz dog,1,261
884,n03770679,"a photo of a minivan.",minivan,1,656
885,n02486410,"a photo of a baboon.",baboon,1,372
886,n02480495,"a photo of a orangutan.",orangutan,1,365
887,n02100583,"a photo of a Hungarian vizsla pointer.",Hungarian vizsla pointer,1,211
888,n02109961,"a photo of a Eskimo husky dog.",Eskimo husky dog,1,248
889,n03444034,"a photo of a go-kart.",go-kart,1,573
890,n02095314,"a photo of a wire-haired fox Terrier dog.",wire-haired fox Terrier,1,188
891,n02111277,"a photo of a Newfoundland dog.",Newfoundland dog,1,256
892,n02013706,"a photo of a limpkin bird.",limpkin bird,1,135
893,n02110063,"a photo of a Alaskan Malamute dog.",Alaskan Malamute dog,1,249
894,n01685808,"a photo of a desert grassland whiptail lizard.",desert grassland whiptail lizard,1,41
895,n02102318,"a photo of a English cocker spaniel dog.",English cocker spaniel,1,219
896,n03417042,"a photo of a garbage truck.",garbage truck,1,569
897,n02107142,"a photo of a Doberman dog.",Doberman,1,236
898,n02087394,"a photo of a Rhodesian ridgeback dog.",Rhodesian ridgeback,1,159
899,n02091635,"a photo of a otterhound dog.",otterhound,1,175
900,n02486261,"a photo of a patas hussar monkey.",patas hussar monkey,1,371
