index,node,prompt,class_name,is_leaf,classidx
391,n09332890,"a photo of a lakeside or lakeshore, a geological formation by water.",lakeside or lakeshore,1,975
392,n03814906,"a photo of a necklace, a type of jewellery.",necklace,1,679
393,n02860847,"a photo of a bobsled or bobsleigh, a type of sled.",bobsled or bobsleigh,1,450
394,n02083346,"a photo of a canine, a type of mammal.",canine,0,99999
395,n02219486,"a photo of a ant, a type of insect.",ant,1,310
396,n03888605,"a photo of a parallel gymnastic bars, a type of sports equipment.",parallel gymnastic bars,1,702
397,n03113152,"a photo of a cosmetic, a type of toiletery.",cosmetic,0,99999
398,n04418357,"a photo of a theater or front curtain, a type of theatre curtain.",theater or front curtain,1,854
399,n02655020,"a photo of a pufferfish or blowfish, a type of fish.",pufferfish or blowfish,1,397
400,n02977058,a photo of a automated teller machine or ATM machine.,automated teller machine or ATM machine,1,480
401,n04151581,"a photo of a screen, a type of furnishing.",screen,0,99999
402,n01968897,"a photo of a chambered nautilus, a type of aquatic animal.",chambered nautilus,1,117
403,n03535780,"a photo of a horizontal gymnastic bar, a type of sports equipment.",horizontal gymnastic bar,1,602
404,n02672831,"a photo of a piano accordion, a type of musical instrument.",piano accordion,1,401
405,n01873310,"a photo of a duck-billed platypus, a type of mammal.",duck-billed platypus,1,103
406,n02256656,"a photo of a cicada, a type of insect.",cicada,1,316
407,n04530566,"a photo of a vessel or watercraft, a type of craft vehicle.",vessel or watercraft,0,99999
408,n03788195,"a photo of a mosque, a place of worship.",mosque,1,668
409,n09428293,"a photo of a seashore, a geological formation by water.",seashore,1,978
410,n04311174,"a photo of a steel drum, a type of musical instrument.",steel drum,1,822
411,n01530575,"a photo of a brambling, a type of bird.",brambling,1,10
412,dummy30,"a photo of a cycle, a type of wheeled vehicle.",cycle,0,99999
413,n01770081,"a photo of a harvestman spider, a type of insect.",harvestman spider,1,70
414,n02131653,"a photo of a bear, a type of mammal.",bear,0,99999
415,n01639765,"a photo of a frog or toad, a type of amphibian.",frog or toad,0,99999
416,n01529672,"a photo of a finch, a type of bird.",finch,0,99999
417,n01704323,"a photo of a triceratops, a type of archosaurian dinosaur.",triceratops,1,51
418,n02442845,"a photo of a mink, a type of musteline mammal.",mink,1,357
419,n03017168,"a photo of a wind chime or bell chime, a type of musical instrument.",wind chime or bell chime,1,494
420,n01982650,"a photo of a lobster, a type of crustacean.",lobster,0,99999
421,n03791235,"a photo of a automotive vehicle, a type of wheeled vehicle.",automotive vehicle,0,99999
422,n04447861,"a photo of a toilet seat, a type of toilet furnishing.",toilet seat,1,861
423,n01955084,"a photo of a chiton or coat-of-mail shell, a type of aquatic animal.",chiton or coat-of-mail shell,1,116
424,n01662784,"a photo of a turtle, a type of reptile.",turtle,0,99999
425,n01495701,"a photo of a ray fish, a type of fish.",ray fish,0,99999
426,n02510455,"a photo of a giant panda bear, a type of procyonid mammal.",giant panda bear,1,388
427,n03001627,"a photo of a chair, a type of furniture.",chair,0,99999
428,n01985128,"a photo of a crayfish or crawfish, a type of crustacean.",crayfish or crawfish,1,124
429,n02329401,"a photo of a rodent, a type of mammal.",rodent,0,99999
430,n03928116,"a photo of a piano or pianoforte, a type of musical instrument.",piano or pianoforte,0,99999
431,n02444819,"a photo of a otter, a type of musteline mammal.",otter,1,360
432,n02640242,"a photo of a sturgeon, a type of fish.",sturgeon,1,394
433,n01518878,"a photo of a ostrich, a type of bird.",ostrich,1,9
434,n04584207,"a photo of a wig, a type of head covering.",wig,1,903
435,n04192698,"a photo of a shield, a type of armor.",shield,1,787
436,n01514668,"a photo of a rooster, a type of gallinaceous bird.",rooster,1,7
437,n03775071,"a photo of a mitten, a type of glove.",mitten,1,658
438,n03372029,"a photo of a flute, a type of musical wind instrument.",flute,1,558
439,n01943899,"a photo of a conch, a type of aquatic animal.",conch,1,112
440,n03447721,"a photo of a gong or tam-tam, a type of musical instrument.",gong or tam-tam,1,577
441,n02389026,"a photo of a common sorrel horse, a type of mammal.",common sorrel horse,1,339
442,n04350905,"a photo of a men's suit, a type of clothing.",men's suit,1,834
443,n03445777,"a photo of a golf ball, a type of ball.",golf ball,1,574
444,n04468005,"a photo of a railroad train, a type of wheeled transport vehicle.",railroad train,0,99999
445,n02355003,"a photo of a swine, a type of mammal.",swine,0,99999
446,n04398044,"a photo of a teapot, a type of kitchen utensil.",teapot,1,849
447,n11939491,"a photo of a daisy, a type of flower.",daisy,1,985
448,n02834397,"a photo of a baby's bib, a type of neckwear.",baby's bib,1,443
449,n02138441,"a photo of a meerkat, a type of viverrine mammal.",meerkat,1,299
450,n04230808,"a photo of a skirt, a type of clothing.",skirt,0,99999
451,n03187595,"a photo of a dial telephone, a type of electronic equipment.",dial telephone,1,528
452,n02419796,"a photo of a antelope, a type of mammal.",antelope,0,99999
453,n01930112,"a photo of a nematode worm, roundworm.",nematode worm,1,111
454,n03594734,"a photo of a denim jeans, a type of pant.",denim jeans,1,608
455,n01823013,"a photo of a cuckoo, a type of bird.",cuckoo,0,99999
456,n01924916,"a photo of a flatworm, platyhelminth.",flatworm,1,110
457,n02469914,"a photo of a primate, a type of mammal.",primate,0,99999
458,n03047690,"a photo of a clog, a type of footwear.",clog,1,502
459,n03461385,"a photo of a grocery store, a type of food market building.",grocery store,1,582
460,n04141076,"a photo of a saxophone, a type of musical wind instrument.",saxophone,1,776
461,n02859443,"a photo of a boathouse, a type of shed.",boathouse,1,449
462,n01776313,"a photo of a tick, a type of insect.",tick,1,78
463,n03724870,"a photo of a mask, a type of facemask.",mask,1,643
464,n02226429,"a photo of a grasshopper, a type of insect.",grasshopper,1,311
465,n02804610,"a photo of a bassoon, a type of musical wind instrument.",bassoon,1,432
466,n02954340,"a photo of a cap, a type of head covering.",cap,0,99999
467,n03400231,"a photo of a frying pan or skillet, a type of kitchen utensil.",frying pan or skillet,1,567
468,n02443484,"a photo of a black-footed ferret, a type of musteline mammal.",black-footed ferret,1,359
469,n04266014,"a photo of a space craft or space shuttle, a type of craft vehicle.",space craft or space shuttle,1,812
470,n02607072,"a photo of a anemone (clown) fish, a type of fish.",anemone (clown) fish,1,393
471,n02410509,"a photo of a bison, a type of bovine mammal.",bison,1,347
472,n01843383,"a photo of a toucan, a type of bird.",toucan,1,96
473,n02992211,"a photo of a cello, a type of stringed musical instrument.",cello,1,486
474,n13052670,"a photo of a hen-of-the-woods mushroom, a type of fungus.",hen-of-the-woods mushroom,1,996
475,n01534433,"a photo of a junco or snowbird, a type of bird.",junco or snowbird,1,13
476,n01772222,"a photo of a spider, a type of insect.",spider,0,99999
477,n04239074,"a photo of a sliding door, a type of furniture.",sliding door,1,799
478,n03902125,"a photo of a pay-phone, a type of electronic equipment.",pay-phone,1,707
479,n01514859,"a photo of a hen, a type of gallinaceous bird.",hen,1,8
480,n02408429,"a photo of a Asiatic water buffalo or water ox (Old World buffalo), a type of mammal.",Asiatic water buffalo or water ox (Old World buffalo),1,346
481,n04086273,"a photo of a revolver, a type of pistol.",revolver,1,763
482,n02534734,"a photo of a salmon, a type of fish.",salmon,0,99999
483,n04200800,"a photo of a shoe shop, a type of shoe store buiding.",shoe shop,1,788
484,n04090263,"a photo of a rifle, a type of weapon.",rifle,1,764
485,n01871265,a photo of a tusker animal.,tusker animal,1,101
486,n02786058,"a photo of a Band Aid, a type of bandage.",Band Aid,1,419
487,n03249569,"a photo of a drum, a type of musical instrument.",drum,1,541
488,n02447366,"a photo of a badger, a type of musteline mammal.",badger,1,362
489,n04328186,"a photo of a stopwatch, a type of time measuring instrument.",stopwatch,1,826
490,n04525305,"a photo of a vending machine, a type of machine.",vending machine,1,886
491,n03497657,"a photo of a hat, a type of head covering.",hat,0,99999
492,n03637318,"a photo of a lampshade, a type of lamp furnishing.",lampshade,1,619
493,n02643566,"a photo of a lionfish, a type of fish.",lionfish,1,396
494,n03085013,"a photo of a computer keyboard, a type of electronic equipment.",computer keyboard,1,508
495,n01482330,"a photo of a shark, a type of fish.",shark,0,99999
496,n01440764,"a photo of a tench, a type of fish.",tench,1,0
497,n01698640,"a photo of a American alligator, a type of reptile.",American alligator,1,50
498,n02437312,"a photo of a Arabian camel, a type of mammal.",Arabian camel,1,354
499,n02927161,"a photo of a butcher shop, a type of meat market building.",butcher shop,1,467
500,n02233338,"a photo of a cockroach, a type of insect.",cockroach,1,314
501,n04462240,"a photo of a toyshop, a type of building.",toyshop,1,865
502,n02062017,a photo of a aquatic mammal.,aquatic mammal,0,99999
503,n03134739,"a photo of a croquet ball, a type of ball.",croquet ball,1,522
504,n02190166,"a photo of a fly, a type of insect.",fly,1,308
505,n01874434,"a photo of a marsupial or pouched mammal, a type of mammal.",marsupial or pouched mammal,0,99999
506,n02164464,"a photo of a beetle, a type of insect.",beetle,0,99999
507,n02412080,"a photo of a ram, a type of adult male sheep.",ram,1,348
508,n02403003,"a photo of a ox, a type of cattle.",ox,1,345
509,n02415577,"a photo of a bighorn Rocky Mountain sheep, a type of mammal.",bighorn Rocky Mountain sheep,1,349
510,n03891251,"a photo of a park bench, a type of furniture.",park bench,1,703
511,n03590841,"a photo of a carved pumpkin or jack-o-lantern, a type of lantern.",carved pumpkin or jack-o-lantern,1,607
512,n01843065,"a photo of a jacamar, a type of bird.",jacamar,1,95
513,n03942813,"a photo of a ping-pong ball, a type of ball.",ping-pong ball,1,722
514,n03854065,"a photo of a pipe organ, a type of musical instrument.",pipe organ,1,687
515,n02821943,"a photo of a bedroom furniture, a type of furniture.",bedroom furniture,0,99999
516,n04459362,"a photo of a towel, a piece of cloth.",towel,0,99999
517,n03188531,"a photo of a diaper or nappy, a type of undergarment.",diaper or nappy,1,529
518,n04464852,"a photo of a tracked vehicle, a type of wheeled transport vehicle.",tracked vehicle,0,99999
519,n02454379,"a photo of a armadillo, a type of mammal.",armadillo,1,363
520,n12998815,"a photo of a agaric mushroom, a type of fungus.",agaric mushroom,1,992
521,n01828970,"a photo of a bee eater, a type of bird.",bee eater,1,92
522,n01560105,"a photo of a nightingale, a type of bird.",nightingale,0,99999
523,n03815615,"a photo of a necktie, a type of neckwear.",necktie,0,99999
524,n04229816,"a photo of a balaclava ski mask, a type of facemask.",balaclava ski mask,1,796
525,n02457408,"a photo of a three-toed tree sloth, a type of mammal.",three-toed tree sloth,1,364
526,n03110669,"a photo of a horn or trumpet, a type of musical wind instrument.",horn or trumpet,1,513
527,n04069434,"a photo of a reflex camera, a type of camera.",reflex camera,1,759
528,n01950731,"a photo of a sea slug,, a type of aquatic animal.",sea slug,1,115
529,n02514041,"a photo of a barracouta (snoek) fish, a type of fish.",barracouta (snoek) fish,1,389
530,n02391049,"a photo of a zebra, a type of mammal.",zebra,1,340
531,n01829413,"a photo of a hornbill, a type of bird.",hornbill,1,93
532,n01990800,a photo of a isopod.,isopod,1,126
533,n15075141,a photo of a toilet paper.,toilet paper,1,999
534,n03196324,"a photo of a digital computer, a type of electronic equipment.",digital computer,0,99999
535,n04548280,"a photo of a wall clock, a type of clock.",wall clock,1,892
536,n02441942,"a photo of a weasel, a type of musteline mammal.",weasel,1,356
537,n02939185,"a photo of a cooking cauldron, a type of kitchen utensil.",cooking cauldron,1,469
538,n01531178,"a photo of a goldfinch, a type of bird.",goldfinch,1,11
539,n04604644,"a photo of a snake-rail fence or split-rail fence, a type of fence.",snake-rail fence or split-rail fence,1,912
540,n02669723,"a photo of a academic gown or robe, a type of clothing.",academic gown or robe,1,400
541,n03494278,"a photo of a harmonica or mouth organ, a type of musical wind instrument.",harmonica or mouth organ,1,593
542,n02933112,"a photo of a storage cabinet, a type of furniture.",storage cabinet,0,99999
543,n04243546,a photo of a slot machine.,slot machine,1,800
544,n02443114,"a photo of a European polecat, a type of musteline mammal.",European polecat,1,358
545,n04379243,"a photo of a table, a type of furniture.",table,0,99999
546,n01816887,"a photo of a parrot bird, a type of bird.",parrot bird,0,99999
547,n02802426,"a photo of a basketball, a type of ball.",basketball,1,430
548,n04540053,"a photo of a volleyball, a type of ball.",volleyball,1,890
549,n02948072,a photo of a candle.,candle,1,470
550,n04118538,"a photo of a rugby ball, a type of ball.",rugby ball,1,768
551,n04505470,"a photo of a typewriter keyboard, a type of electronic computer equipment.",typewriter keyboard,1,878
552,n02274259,"a photo of a butterfly, a type of insect.",butterfly,0,99999
553,n03930313,"a photo of a picket fence, a type of fence.",picket fence,1,716
554,n02259212,"a photo of a leafhopper, a type of insect.",leafhopper,1,317
555,n01697457,"a photo of a African Nile crocodile, a type of reptile.",African Nile crocodile,1,49
556,n03495258,"a photo of a harp, a type of stringed musical instrument.",harp,1,594
557,n04409515,"a photo of a tennis ball, a type of ball.",tennis ball,1,852
558,n04209239,"a photo of a shower curtain, a type of curtain.",shower curtain,1,794
559,n03691459,"a photo of a loudspeaker, a type of electronic equipment.",loudspeaker,1,632
560,n01945685,"a photo of a slug, a type of aquatic animal.",slug,1,114
561,n02641379,"a photo of a garfish,, a type of fish.",garfish,1,395
562,n01601694,"a photo of a American dipper bird, a type of bird.",American dipper bird,1,20
563,n02799071,"a photo of a baseball, a type of ball.",baseball,1,429
564,n01629276,"a photo of a salamander, a type of amphibian.",salamander,0,99999
565,n02326432,"a photo of a hare, a type of mammal.",hare,1,331
566,n02526121,"a photo of a eel, a type of fish.",eel,1,390
567,n02727426,"a photo of a apiary, a type of bee shed.",apiary,1,410
568,n03207743,"a photo of a dishrag, a piece of cloth.",dishrag,1,533
569,n02114100,"a photo of a wolf, a type of canine mammal.",wolf,0,99999
570,n13054560,"a photo of a bolete mushroom, a type of fungus.",bolete mushroom,1,997
571,n03485794,"a photo of a handkerchief or hanky, a type of cloth.",handkerchief or hanky,1,591
572,dummy113,"a photo of a farming machine, a type of machine.",farming machine,0,99999
573,n03877472,"a photo of a pajamas or pyjamas, a type of clothing.",pajamas or pyjamas,1,697
574,n02871525,"a photo of a bookshop or bookstore, a type of bookstall building.",bookshop or bookstore,1,454
575,n04380533,"a photo of a table lamp, a type of lamp.",table lamp,1,846
576,n03255030,"a photo of a dumbbells, a type of sports equipment.",dumbbells,1,543
577,n04199027,"a photo of a shoe, a type of footwear.",shoe,0,99999
578,n04326547,"a photo of a stone wall, a type of fence.",stone wall,1,825
579,n03840681,"a photo of a ocarina vessel flute, a type of musical wind instrument.",ocarina vessel flute,1,684
580,n04536866,"a photo of a violin, a type of stringed musical instrument.",violin,1,889
581,n02503517,"a photo of a elephant, a type of mammal.",elephant,0,99999
582,n02417914,"a photo of a Alpine ibex, a type of mammal.",Alpine ibex,1,350
583,n02445715,"a photo of a skunk, a type of musteline mammal.",skunk,1,361
584,n01770393,"a photo of a scorpion, a type of insect.",scorpion,1,71
585,n03028079,"a photo of a church, a place of worship.",church,1,497
586,n01674464,"a photo of a lizard, a type of reptile.",lizard,0,99999
587,n02229544,"a photo of a cricket, a type of insect.",cricket,1,312
588,n01604330,"a photo of a bird of prey, a type of bird.",bird of prey,0,99999
589,n03891332,"a photo of a parking meter, a type of measuring instrument.",parking meter,1,704
590,n03196217,"a photo of a digital clock, a type of clock.",digital clock,1,530
591,n01592084,"a photo of a chickadee, a type of bird.",chickadee,1,19
592,n03063689,"a photo of a coffeepot, a type of kitchen utensil.",coffeepot,1,505
593,n02264363,"a photo of a lacewing fly, a type of insect.",lacewing fly,1,318
594,n02509815,"a photo of a lesser red panda, a type of procyonid mammal.",lesser red panda,1,387
595,n01726692,"a photo of a snake, a type of reptile.",snake,0,99999
596,n02236044,"a photo of a praying mantis, a type of insect.",praying mantis,1,315
597,n01986214,"a photo of a hermit crab, a type of crustacean.",hermit crab,1,125
598,n02686568,"a photo of a aircraft, a type of craft vehicle.",aircraft,0,99999
599,n03223299,"a photo of a doormat, a type of welcome mat.",doormat,1,539
600,n04370456,"a photo of a sweatshirt, a type of clothing.",sweatshirt,1,841
601,n02606052,"a photo of a rock beauty fish, a type of fish.",rock beauty fish,1,392
602,n02124623,"a photo of a wildcat, a type of feline cat.",wildcat,0,99999
603,n02398521,"a photo of a hippopotamus or hippo, a type of mammal.",hippopotamus or hippo,1,344
604,n02749479,"a photo of a assault rifle, a type of automatic weapon.",assault rifle,1,413
605,n02970849,"a photo of a cart, a type of wheeled vehicle.",cart,0,99999
606,n09193705,"a photo of a alp mountain, a type of mountain.",alp mountain,1,970
607,n01944390,"a photo of a snail, a type of aquatic animal.",snail,1,113
608,n03584254,"a photo of a iPod, a type of electronic equipment.",iPod,1,605
609,n02708093,"a photo of a analog clock, a type of clock.",analog clock,1,409
610,n03513137,"a photo of a helmet, a type of head covering.",helmet,0,99999
611,n02437616,"a photo of a llama, a type of mammal.",llama,1,355
612,n03814639,"a photo of a neck brace, a type of neckwear.",neck brace,1,678
613,n04596742,"a photo of a wok, a type of kitchen utensil.",wok,1,909
614,n03595614,"a photo of a T-shirt, a type of clothing.",T-shirt,1,610
615,n03424325,"a photo of a gasmask or respirator, a type of facemask.",gasmask or respirator,1,570
616,n03218198,"a photo of a dogsled or dog sleigh, a type of sled.",dogsled or dog sleigh,1,537
617,n03057021,"a photo of a coat, a type of clothing.",coat,0,99999
618,n02268853,"a photo of a damselfly, a type of insect.",damselfly,1,320
619,n02862048,"a photo of a body armor, a type of armor.",body armor,0,99999
620,n04254680,"a photo of a soccer ball, a type of ball.",soccer ball,1,805
621,n01976957,"a photo of a crab, a type of crustacean.",crab,0,99999
622,n02787622,"a photo of a banjo, a type of stringed musical instrument.",banjo,1,420
623,n03259280,"a photo of a Dutch oven, a type of kitchen utensil.",Dutch oven,1,544
624,n09472597,"a photo of a volcano, a geological formation.",volcano,1,980
625,n01558993,"a photo of a American robin, a type of bird.",American robin,1,15
626,n02268443,"a photo of a dragonfly or devil's darning needle, a type of insect.",dragonfly or devil's darning needle,1,319
627,n01443537,"a photo of a goldfish, a type of fish.",goldfish,1,1
628,n04344873,"a photo of a studio couch, a type of sofa.",studio couch,1,831
629,n12057211,"a photo of a yellow lady's slipper, a type of flower.",yellow lady's slipper,1,986
630,n02963159,"a photo of a cardigan, a type of clothing.",cardigan,1,474
631,n04371563,"a photo of a swimsuit or bathing suit, a type of clothing.",swimsuit or bathing suit,0,99999
632,n01578575,"a photo of a corvine bird, a type of bird.",corvine bird,0,99999
633,n02791270,"a photo of a barbershop, a type of building.",barbershop,1,424
634,n04097866,"a photo of a robe, a type of clothing.",robe,0,99999
635,n03720891,"a photo of a maraca hand percussion, a type of musical instrument.",maraca hand percussion,1,641
636,n02324045,"a photo of a rabbit, a type of mammal.",rabbit,0,99999
637,n04487394,"a photo of a trombone, a type of musical wind instrument.",trombone,1,875
638,n04443257,"a photo of a tobacco shop, a type of building.",tobacco shop,1,860
639,n03000134,"a photo of a chain-link fence, a type of fence.",chain-link fence,1,489
640,n04143897,"a photo of a scarf, a type of neckwear.",scarf,0,99999
641,n03014705,"a photo of a storage chest, a type of furniture.",storage chest,1,492
642,n03394916,"a photo of a French horn, a type of musical wind instrument.",French horn,1,566
643,n03838899,"a photo of a oboe woodwind instrument, a type of musical wind instrument.",oboe woodwind instrument,1,683
644,n02790996,"a photo of a barbells, a type of sports equipment.",barbells,1,422
645,n02992529,"a photo of a cellular telephone, a type of electronic equipment.",cellular telephone,1,487
646,n03721384,"a photo of a marimba xylophone, a type of musical instrument.",marimba xylophone,1,642
647,n04346328,"a photo of a stupa, a type of shrine monument.",stupa,1,832
648,n03124043,"a photo of a cowboy boot, a type of footwear.",cowboy boot,1,514
649,n02206856,"a photo of a bee, a type of insect.",bee,1,309
650,n01844917,"a photo of a aquatic bird, a type of bird.",aquatic bird,0,99999
651,n02231487,"a photo of a walking stick, a type of insect.",walking stick,1,313
652,n01872401,"a photo of a echidna or spiny anteater, a type of mammal.",echidna or spiny anteater,1,102
653,n02777292,"a photo of a balance beam, a type of sports equipment.",balance beam,1,416
654,n02137549,"a photo of a mongoose, a type of viverrine mammal.",mongoose,1,298
655,n02496913,"a photo of a lemur, a type of primate.",lemur,0,99999
656,n02133161,"a photo of a American black bear, a type of mammal.",American black bear,1,295
657,n02504013,"a photo of a Indian elephant, a type of mammal.",Indian elephant,1,385
658,n01560419,"a photo of a bulbul, a type of bird.",bulbul,1,16
659,n02814533,"a photo of a beach wagon or station wagon, a type of automotive vehicle.",beach wagon or station wagon,1,436
660,n03127747,"a photo of a crash helmet, a type of helmet.",crash helmet,1,518
661,n03916031,"a photo of a perfume, a type of toiletery.",perfume,1,711
662,n01749939,"a photo of a green mamba, a type of reptile.",green mamba,1,64
663,n01498041,"a photo of a stingray, a type of fish.",stingray,1,6
664,n03714235,"a photo of a makeup, a type of cosmetic.",makeup,0,99999
665,n02470325,"a photo of a ape, a type of primate.",ape,0,99999
666,n01631663,"a photo of a newt, a type of amphibian.",newt,1,27
667,n03538406,"a photo of a horse cart, a type of cart.",horse cart,1,603
668,n03272010,"a photo of a electric guitar, a type of stringed musical instrument.",electric guitar,1,546
669,n02423022,"a photo of a gazelle, a type of mammal.",gazelle,1,353
670,n03790512,"a photo of a motor cycle or motor bike, a type of automotive vehicle.",motor cycle or motor bike,0,99999
671,n01860187,"a photo of a black swan, a type of bird.",black swan,1,100
672,n01744401,"a photo of a African rock python, a type of snake.",African rock python,1,62
673,n03325584,"a photo of a feather boa accessory, a type of neckwear.",feather boa accessory,1,552
674,n01630670,"a photo of a smooth newt, a type of amphibian.",smooth newt,1,26
675,n04552348,"a photo of a warplane or military plane, a type of craft vehicle.",warplane or military plane,1,895
676,n02791124,"a photo of a barber chair, a type of chair.",barber chair,1,423
677,n02676566,"a photo of a acoustic guitar, a type of stringed musical instrument.",acoustic guitar,1,402
678,n03146219,"a photo of a cuirass breastplate, a type of armor.",cuirass breastplate,1,524
679,n02395406,"a photo of a pig (hog), a type of mammal.",pig (hog),1,341
680,n02766320,"a photo of a baby bed, a type of bed.",baby bed,0,99999
681,n02364673,"a photo of a guinea pig, a type of rodent.",guinea pig,1,338
682,n02062744,"a photo of a whale, a type of aquatic mammal.",whale,0,99999
683,n03476991,"a photo of a hair spray, a type of toiletery.",hair spray,1,585
684,n02782093,"a photo of a balloon, a type of craft vehicle.",balloon,1,417
685,n03452741,"a photo of a grand piano, a type of musical instrument.",grand piano,1,579
686,n04482393,"a photo of a tricycle, a type of cycle.",tricycle,1,870
687,n02114367,"a photo of a timber grey wolf, a type of canine mammal.",timber grey wolf,1,269
688,n01685439,"a photo of a teiid lizard, a type of reptile.",teiid lizard,0,99999
689,n01752165,"a photo of a viper, a type of reptile.",viper,0,99999
690,n02276258,"a photo of a red admiral butterfly, a type of insect.",red admiral butterfly,1,321
691,n01819313,"a photo of a sulphur-crested cockatoo, a type of bird.",sulphur-crested cockatoo,1,89
692,n02165456,"a photo of a ladybug or ladybird beetle, a type of insect.",ladybug or ladybird beetle,1,301
693,n01751748,"a photo of a sea snake, a type of reptile.",sea snake,1,65
694,n03478589,"a photo of a half track, a type of tracked vehicle.",half track,1,586
695,n02017213,"a photo of a common European gallinule bird, a type of bird.",common European gallinule bird,1,136
696,n01984695,"a photo of a spiny rock lobster or crawfish, a type of crustacean.",spiny rock lobster or crawfish,1,123
697,n03599486,"a photo of a jinrikisha or rickshaw, a type of cart.",jinrikisha or rickshaw,1,612
698,n01622779,"a photo of a great grey owl, a type of bird.",great grey owl,1,24
699,n01667778,"a photo of a terrapin, a type of turtle.",terrapin,1,36
700,n04120489,"a photo of a running shoe, a type of show.",running shoe,1,770
701,n04371430,"a photo of a swimming trunks or bathing trunks, a type of swimsuit.",swimming trunks or bathing trunks,1,842
702,n01676755,"a photo of a iguanid lizard, a type of reptile.",iguanid lizard,0,99999
703,n01883070,"a photo of a wombat, a type of marsupial mammal.",wombat,1,106
704,n02396427,"a photo of a wild boar, a type of mammal.",wild boar,1,342
705,n01818515,"a photo of a macaw, a type of bird.",macaw,1,88
706,n02171869,"a photo of a scarabaeid beetle, a type of insect.",scarabaeid beetle,0,99999
707,n02916936,"a photo of a bulletproof vest, a type of armor.",bulletproof vest,1,465
708,n02692877,"a photo of a airship, a type of craft vehicle.",airship,1,405
709,n03832673,"a photo of a notebook computer, a type of computer.",notebook computer,1,681
710,n04335435,"a photo of a tramcar or trolley car, a type of railroad train.",tramcar or trolley car,1,829
711,n02134418,"a photo of a sloth bear, a type of mammal.",sloth bear,1,297
712,n01695060,"a photo of a Komodo dragon lizard, a type of monitor lizard.",Komodo dragon lizard,1,48
713,n03787032,"a photo of a graduation cap or mortarboard, a type of cap.",graduation cap or mortarboard,1,667
714,n04389033,"a photo of a army tank, a type of tracked vehicle.",army tank,1,847
715,n03788365,"a photo of a mosquito net, a type of screen.",mosquito net,1,669
716,n03617480,"a photo of a kimono, a type of robe.",kimono,1,614
717,n01774750,"a photo of a tarantula, a type of spider.",tarantula,1,76
718,n03376595,"a photo of a folding chair, a type of chair.",folding chair,1,559
719,n03496892,a photo of a combine harvester.,combine harvester,1,595
720,n02114712,"a photo of a red maned wolf, a type of canine mammal.",red maned wolf,1,271
721,n01877812,"a photo of a wallaby brush kangaroo, a type of marsupial mammal.",wallaby brush kangaroo,1,104
722,n02177972,"a photo of a weevil, a type of insect.",weevil,1,307
723,n01616318,"a photo of a vulture, a type of bird.",vulture,1,23
724,n04590129,"a photo of a window shade, a type of screen.",window shade,1,905
725,n04099969,"a photo of a rocking chair, a type of chair.",rocking chair,1,765
726,n04357314,"a photo of a sunscreen or sunblock, a type of toiletery.",sunscreen or sunblock,1,838
727,n01537544,"a photo of a indigo bunting bird, a type of bird.",indigo bunting bird,1,14
728,n03684823,"a photo of a railway locomotive engine, a type of railroad train.",railway locomotive engine,0,99999
729,n03484083,"a photo of a handcart or pushcart, a type of cart.",handcart or pushcart,0,99999
730,n03124170,"a photo of a cowboy hat, a type of hat.",cowboy hat,1,515
731,n03630383,"a photo of a lab or laboratory coat, a type of coat.",lab or laboratory coat,1,617
732,n02169497,"a photo of a leaf beetle, a type of insect.",leaf beetle,1,304
733,n03680355,"a photo of a Loafer shoe, a type of shoe.",Loafer shoe,1,630
734,n02077923,"a photo of a sea lion, a type of seal.",sea lion,1,150
735,n02279972,"a photo of a monarch milkweed butterfly, a type of insect.",monarch milkweed butterfly,1,323
736,n01694178,"a photo of a African chameleon, a type of reptile.",African chameleon,1,47
737,n04325704,"a photo of a stole scarf, a type of neckwear.",stole scarf,1,824
738,n03866082,"a photo of a overskirt, a type of skirt.",overskirt,1,689
739,n02325366,"a photo of a cottontail wood rabbit, a type of mammal.",cottontail wood rabbit,1,330
740,n03710721,"a photo of a tank suit or one-piece maillot, a type of swimsuit.",tank suit or one-piece maillot,1,639
741,n01491361,"a photo of a tiger shark, a type of fish.",tiger shark,1,3
742,n03742115,"a photo of a medicine chest, a type of cabinet.",medicine chest,1,648
743,n03534580,"a photo of a hoopskirt, a type of skirt.",hoopskirt,1,601
744,n03690938,"a photo of a lotion, a type of toiletery.",lotion,1,631
745,n02422106,"a photo of a hartebeest, a type of mammal.",hartebeest,1,351
746,n02280649,"a photo of a small white cabbage butterfly, a type of pierid butterfly.",small white cabbage butterfly,1,324
747,n01532829,"a photo of a house finch, a type of bird.",house finch,1,12
748,n03404251,"a photo of a fur coat, a type of coat.",fur coat,1,568
749,n02817516,"a photo of a military hat (bearskin or shako), a type of hat.",military hat (bearskin or shako),1,439
750,n01983481,"a photo of a American lobster, a type of crustacean.",American lobster,1,122
751,n02165105,"a photo of a tiger beetle, a type of insect.",tiger beetle,1,300
752,n01748264,"a photo of a Indian cobra, a type of reptile.",Indian cobra,1,63
753,n02118333,"a photo of a fox, a type of canine mammal.",fox,0,99999
754,n02114548,"a photo of a Arctic white wolf, a type of canine mammal.",Arctic white wolf,1,270
755,n01980166,"a photo of a fiddler crab, a type of crustacean.",fiddler crab,1,120
756,n01773797,"a photo of a European garden spider, a type of insect.",European garden spider,1,74
757,n04509417,"a photo of a unicycle or monocycle, a type of cycle.",unicycle or monocycle,1,880
