index,node,prompt,class_name,is_leaf,classidx
507,n02534734,a photo of a salmon fish.,salmon fish,0,99999
508,n07768694,a photo of a pomegranate.,pomegranate,1,957
509,n07860988,a photo of a dough.,dough,1,961
510,n03255030,a photo of a dumbbells.,dumbbells,1,543
511,n02892201,a photo of a brass memorial plaque structure.,brass memorial plaque structure,1,458
512,n03763968,a photo of a military uniform.,military uniform,1,652
513,n03637318,a photo of a lampshade.,lampshade,1,619
514,n02128925,a photo of a jaguar panther.,jaguar panther,1,290
515,n04462240,a photo of a toyshop.,toyshop,1,865
516,n11939491,a photo of a daisy.,daisy,1,985
517,n01843383,a photo of a toucan.,toucan,1,96
518,n04118538,a photo of a rugby ball.,rugby ball,1,768
519,n03837869,a photo of a obelisk.,obelisk,1,682
520,n03743016,a photo of a megalithic structure.,megalithic structure,1,649
521,n03041632,a photo of a meat cleaver.,meat cleaver,1,499
522,n03928116,a photo of a piano or pianoforte.,piano or pianoforte,0,99999
523,n02159955,a photo of a insect.,insect,0,99999
524,n02454379,a photo of a armadillo.,armadillo,1,363
525,n03400231,a photo of a frying pan or skillet.,frying pan or skillet,1,567
526,n01662784,a photo of a turtle.,turtle,0,99999
527,n01968897,a photo of a chambered nautilus.,chambered nautilus,1,117
528,n03016953,a photo of a chiffonier or commode.,chiffonier or commode,1,493
529,n09256479,a photo of a coral reef.,coral reef,1,973
530,n02114100,a photo of a wolf.,wolf,0,99999
531,n01955084,a photo of a chiton.,chiton,1,116
532,n01816887,a photo of a parrot bird.,parrot bird,0,99999
533,n03840681,a photo of a ocarina.,ocarina,1,684
534,n02799071,a photo of a baseball.,baseball,1,429
535,n01829413,a photo of a hornbill.,hornbill,1,93
536,n01495701,a photo of a ray fish.,ray fish,0,99999
537,dummy113,a photo of a farming machine.,farming machine,0,99999
538,n04355933,a photo of a sunglasses.,sunglasses,1,836
539,n03788195,a photo of a mosque.,mosque,1,668
540,n04371563,a photo of a swimsuit (bathing suit).,swimsuit (bathing suit),0,99999
541,n04443257,a photo of a tobacco shop.,tobacco shop,1,860
542,n03945615,a photo of a pipe.,pipe,0,99999
543,n03597469,a photo of a jewelry or jewellery.,jewelry or jewellery,0,99999
544,n04356056,a photo of a sunglasses or shades.,sunglasses or shades,1,837
545,n03903868,a photo of a pedestal.,pedestal,1,708
546,n04530566,a photo of a vessel.,vessel,0,99999
547,n03815615,a photo of a necktie.,necktie,0,99999
548,n04200800,a photo of a shoe shop.,shoe shop,1,788
549,n12144580,a photo of a corn.,corn,1,987
550,n02859443,a photo of a boathouse.,boathouse,1,449
551,n01872401,a photo of a echidna or spiny anteater.,echidna or spiny anteater,1,102
552,n02370806,a photo of a hoofed mammal.,hoofed mammal,0,99999
553,n03467517,a photo of a guitar.,guitar,0,99999
554,n09428293,a photo of a seashore.,seashore,1,978
555,n03838899,a photo of a oboe.,oboe,1,683
556,n01828970,a photo of a bee eater.,bee eater,1,92
557,n01629276,a photo of a salamander.,salamander,0,99999
558,n02776631,a photo of a bakery.,bakery,1,415
559,n01578575,a photo of a corvine bird.,corvine bird,0,99999
560,n12768682,a photo of a buckeye or horse chestnut.,buckeye or horse chestnut,1,990
561,n01531178,a photo of a goldfinch.,goldfinch,1,11
562,n04523525,a photo of a vault.,vault,1,884
563,n01560105,a photo of a nightingale.,nightingale,0,99999
564,n02910353,a photo of a buckle.,buckle,1,464
565,n04366367,a photo of a suspension bridge.,suspension bridge,1,839
566,n13037406,a photo of a gyromitra mushroom.,gyromitra mushroom,1,993
567,n03497657,a photo of a hat.,hat,0,99999
568,n01530575,a photo of a brambling.,brambling,1,10
569,n13044778,a photo of a earthstar fungus.,earthstar fungus,1,995
570,n04486054,a photo of a triumphal arch.,triumphal arch,1,873
571,n04379243,a photo of a table.,table,0,99999
572,n07929519,a photo of a coffee.,coffee,0,99999
573,n02607072,a photo of a anemone (clown) fish.,anemone (clown) fish,1,393
574,n03494278,a photo of a harmonica or mouth organ.,harmonica or mouth organ,1,593
575,n02130308,a photo of a cheetah.,cheetah,1,293
576,n07557434,a photo of a dish of food.,dish of food,0,99999
577,n02321529,a photo of a sea cucumber.,sea cucumber,1,329
578,n04562935,a photo of a water tower.,water tower,1,900
579,n04192698,a photo of a shield.,shield,1,787
580,n01558993,a photo of a American robin.,American robin,1,15
581,n09193705,a photo of a alp mountain.,alp mountain,1,970
582,n03498962,a photo of a hatchet.,hatchet,1,596
583,n01696633,a photo of a crocodilian reptile.,crocodilian reptile,0,99999
584,n07802026,a photo of a hay.,hay,1,958
585,n02802426,a photo of a basketball.,basketball,1,430
586,n02708093,a photo of a analog clock.,analog clock,1,409
587,n03297495,a photo of a espresso maker.,espresso maker,1,550
588,n01674464,a photo of a lizard.,lizard,0,99999
589,n02507649,a photo of a procyonid.,procyonid,0,99999
590,n03043958,a photo of a clip.,clip,0,99999
591,n12985857,a photo of a coral fungus.,coral fungus,1,991
592,n03236735,a photo of a dress (frock).,dress (frock),0,99999
593,n02927161,a photo of a butcher shop.,butcher shop,1,467
594,n04380533,a photo of a table lamp.,table lamp,1,846
595,n03640988,a photo of a lantern.,lantern,0,99999
596,n04033995,a photo of a quilt or comforter.,quilt or comforter,1,750
597,n04487394,a photo of a trombone.,trombone,1,875
598,n04090263,a photo of a rifle.,rifle,1,764
599,n04468005,a photo of a train.,train,0,99999
600,n02131653,a photo of a bear.,bear,0,99999
601,n02804610,a photo of a bassoon.,bassoon,1,432
602,n01699831,a photo of a dinosaur.,dinosaur,0,99999
603,n15075141,a photo of a toilet paper.,toilet paper,1,999
604,n04525305,a photo of a vending machine.,vending machine,1,886
605,n02129165,a photo of a lion.,lion,1,291
606,n03841143,a photo of a odometer.,odometer,1,685
607,n03742115,a photo of a medicine chest.,medicine chest,1,648
608,n01944390,a photo of a snail.,snail,1,113
609,n03791235,a photo of a automotive vehicle.,automotive vehicle,0,99999
610,n07747607,a photo of a orange.,orange,1,950
611,n04532670,a photo of a viaduct.,viaduct,1,888
612,n01604330,a photo of a bird of prey.,bird of prey,0,99999
613,n02641379,a photo of a garfish.,garfish,1,395
614,n04458633,a photo of a totem pole.,totem pole,1,863
615,n09288635,a photo of a geyser.,geyser,1,974
616,n01873310,a photo of a duck-billed platypus.,duck-billed platypus,1,103
617,n04118021,a photo of a rug or carpet.,rug or carpet,0,99999
618,n03187595,a photo of a dial telephone.,dial telephone,1,528
619,n03047690,a photo of a clog.,clog,1,502
620,n04256520,a photo of a sofa or couch.,sofa or couch,0,99999
621,n03933933,a photo of a pier.,pier,1,718
622,n01769347,a photo of a arachnid.,arachnid,0,99999
623,n03441112,a photo of a glove.,glove,0,99999
624,n02326432,a photo of a hare.,hare,1,331
625,n04350905,a photo of a suit.,suit,1,834
626,n02777292,a photo of a balance beam.,balance beam,1,416
627,n04254680,a photo of a soccer ball.,soccer ball,1,805
628,n04210390,a photo of a shrine.,shrine,0,99999
629,n02821943,a photo of a bedroom furniture.,bedroom furniture,0,99999
630,n01768244,a photo of a trilobite.,trilobite,1,69
631,n03948459,a photo of a pistol or handgun.,pistol or handgun,0,99999
632,n03018349,a photo of a china cabinet.,china cabinet,1,495
633,n03476083,a photo of a hairpiece.,hairpiece,0,99999
634,n04536866,a photo of a violin.,violin,1,889
635,n03888605,a photo of a parallel bars.,parallel bars,1,702
636,n02083346,a photo of a canine.,canine,0,99999
637,n04548280,a photo of a wall clock.,wall clock,1,892
638,n07753275,a photo of a pineapple.,pineapple,1,953
639,n04489008,a photo of a trouser (pant).,trouser (pant),0,99999
640,n02785648,a photo of a bandage.,bandage,0,99999
641,n02514041,a photo of a barracouta (snoek) fish.,barracouta (snoek) fish,1,389
642,n02469914,a photo of a primate.,primate,0,99999
643,n03584254,a photo of a iPod.,iPod,1,605
644,n04199027,a photo of a shoe.,shoe,0,99999
645,n02939185,a photo of a cooking cauldron.,cooking cauldron,1,469
646,n02128385,a photo of a leopard.,leopard,1,288
647,n02128757,a photo of a snow leopard.,snow leopard,1,289
648,n12041446,a photo of a orchid.,orchid,0,99999
649,n03942813,a photo of a ping-pong ball.,ping-pong ball,1,722
650,n03720891,a photo of a maraca.,maraca,1,641
651,n03495258,a photo of a harp.,harp,1,594
652,n01924916,a photo of a flatworm.,flatworm,1,110
653,n03424325,a photo of a gasmask.,gasmask,1,570
654,n04152593,a photo of a CRT screen.,CRT screen,1,782
655,n02788148,a photo of a bannister (balustrade) handrail.,bannister (balustrade) handrail,1,421
656,n07749582,a photo of a lemon.,lemon,1,951
657,n03394916,a photo of a French horn.,French horn,1,566
658,n03207743,a photo of a dishrag.,dishrag,1,533
659,n01443537,a photo of a goldfish.,goldfish,1,1
660,n01843065,a photo of a jacamar.,jacamar,1,95
661,n04141076,a photo of a saxophone.,saxophone,1,776
662,n03372029,a photo of a flute.,flute,1,558
663,n02948072,a photo of a candle.,candle,1,470
664,n03484931,a photo of a magnifying glass.,magnifying glass,0,99999
665,n03355925,a photo of a flagpole.,flagpole,1,557
666,n03151077,a photo of a curtains or drapes.,curtains or drapes,0,99999
667,n02655020,a photo of a pufferfish.,pufferfish,1,397
668,n07745940,a photo of a strawberry.,strawberry,1,949
669,n07742313,a photo of a Granny Smith apple.,Granny Smith apple,1,948
670,n04162706,a photo of a seat belt.,seat belt,1,785
671,n04044716,a photo of a radio telescope.,radio telescope,1,755
672,n07714571,a photo of a head cabbage.,head cabbage,1,936
673,n03160309,a photo of a dam.,dam,1,525
674,n03721384,a photo of a marimba.,marimba,1,642
675,n02977058,a photo of a automated teller machine or ATM machine.,automated teller machine or ATM machine,1,480
676,n04398044,a photo of a teapot.,teapot,1,849
677,dummy30,a photo of a cycles.,cycles,0,99999
678,n02814860,a photo of a beacon or lighthouse.,beacon or lighthouse,1,437
679,n03110669,a photo of a horn or trumpet.,horn or trumpet,1,513
680,n03271574,a photo of a electric fan.,electric fan,1,545
681,n01930112,a photo of a nematode worm.,nematode worm,1,111
682,n04143897,a photo of a scarf.,scarf,0,99999
683,n02503517,a photo of a elephant.,elephant,0,99999
684,n03724870,a photo of a mask.,mask,1,643
685,n03240683,a photo of a drilling offshore rig.,drilling offshore rig,1,540
686,n03197337,a photo of a digital watch.,digital watch,1,531
687,n04409515,a photo of a tennis ball.,tennis ball,1,852
688,n02894605,a photo of a breakwater or jetty.,breakwater or jetty,1,460
689,n07810907,a photo of a condiment.,condiment,0,99999
690,n01789386,a photo of a gallinaceous bird.,gallinaceous bird,0,99999
691,n06794110,a photo of a street sign.,street sign,1,919
692,n04023962,a photo of a punching bag.,punching bag,1,747
693,n02319095,a photo of a sea urchin.,sea urchin,1,328
694,n01601694,a photo of a American dipper bird.,American dipper bird,1,20
695,n04264914,a photo of a spacecraft.,spacecraft,0,99999
696,n07884567,a photo of a alcohol or alcoholic beverage.,alcohol or alcoholic beverage,0,99999
697,n01943899,a photo of a conch.,conch,1,112
698,n03814639,a photo of a neck brace.,neck brace,1,678
699,n03627232,a photo of a knot.,knot,1,616
700,n02760429,a photo of a automatic firearm or gun.,automatic firearm or gun,0,99999
701,n02877962,a photo of a bottle opener.,bottle opener,0,99999
702,n04589890,a photo of a window screen.,window screen,1,904
703,n03617480,a photo of a kimono.,kimono,1,614
704,n03980874,a photo of a poncho.,poncho,1,735
705,n03929855,a photo of a pickelhaube.,pickelhaube,1,715
706,n07875152,a photo of a potpie.,potpie,1,964
707,n03710721,a photo of a maillot.,maillot,1,639
708,n02268853,a photo of a damselfly.,damselfly,1,320
709,n01727646,a photo of a colubrid snake.,colubrid snake,0,99999
710,n01685439,a photo of a teiid lizard.,teiid lizard,0,99999
711,n03272010,a photo of a electric guitar.,electric guitar,1,546
712,n02814533,a photo of a beach wagon.,beach wagon,1,436
713,n01644900,a photo of a tailed frog or bell toad.,tailed frog or bell toad,1,32
714,n04501370,a photo of a turnstile.,turnstile,1,877
715,n01820546,a photo of a lorikeet.,lorikeet,1,90
716,n01818515,a photo of a macaw.,macaw,1,88
717,n01667114,a photo of a mud turtle.,mud turtle,1,35
718,n01697178,a photo of a crocodile.,crocodile,0,99999
719,n03146219,a photo of a cuirass breastplate.,cuirass breastplate,1,524
720,n03595614,a photo of a T-shirt.,T-shirt,1,610
721,n02325366,a photo of a cottontail wood rabbit.,cottontail wood rabbit,1,330
722,n07583066,a photo of a guacamole.,guacamole,1,924
723,n03775071,a photo of a mitten.,mitten,1,658
724,n03180011,a photo of a desktop computer.,desktop computer,1,527
725,n01881171,a photo of a phalanger or opossum or possum.,phalanger or opossum or possum,0,99999
726,n03000247,a photo of a chain mail or armor.,chain mail or armor,1,490
727,n02865351,a photo of a bolo tie.,bolo tie,1,451
728,n02021795,a photo of a sea bird.,sea bird,0,99999
729,n03684823,a photo of a railway locomotive.,railway locomotive,0,99999
730,n02701002,a photo of a ambulance.,ambulance,1,407
731,n04434932,a photo of a tights or leotards.,tights or leotards,0,99999
732,n07920052,a photo of a espresso.,espresso,1,967
733,n03109150,a photo of a corkscrew.,corkscrew,1,512
734,n01795088,a photo of a grouse bird.,grouse bird,0,99999
735,n01616318,a photo of a vulture.,vulture,1,23
736,n03000134,a photo of a chain-link fence.,chain-link fence,1,489
737,n04086273,a photo of a revolver.,revolver,1,763
738,n03884397,a photo of a panpipe.,panpipe,1,699
739,n04049405,a photo of a raincoat.,raincoat,0,99999
740,n04266014,a photo of a space shuttle.,space shuttle,1,812
741,n02374451,a photo of a horse.,horse,0,99999
742,n07716358,a photo of a zucchini or courgette.,zucchini or courgette,1,939
743,n02680110,a photo of a adhesive bandage.,adhesive bandage,0,99999
744,n04326547,a photo of a stone wall.,stone wall,1,825
745,n03594734,a photo of a jeans (denim).,jeans (denim),1,608
746,n02860847,a photo of a bobsled.,bobsled,1,450
747,n03179701,a photo of a desk.,desk,1,526
748,n02924116,a photo of a bus.,bus,0,99999
749,n01622779,a photo of a great grey owl.,great grey owl,1,24
750,n01976957,a photo of a crab.,crab,0,99999
751,n02117135,a photo of a hyena.,hyena,1,276
752,n02115335,a photo of a wild dog.,wild dog,0,99999
753,n01694709,a photo of a monitor lizard.,monitor lizard,0,99999
754,n02895154,a photo of a breastplate.,breastplate,1,461
755,n13054560,a photo of a bolete mushroom.,bolete mushroom,1,997
756,n01532829,a photo of a house finch.,house finch,1,12
757,n03496892,a photo of a combine harvester.,combine harvester,1,595
758,n04335435,a photo of a tram.,tram,1,829
759,n03832673,a photo of a notebook computer.,notebook computer,1,681
760,n01687665,a photo of a agamid lizard.,agamid lizard,0,99999
761,n02114548,a photo of a Arctic white wolf.,Arctic white wolf,1,270
762,n07583197,a photo of a soup.,soup,0,99999
763,n04584207,a photo of a wig.,wig,1,903
764,n02691156,a photo of a airplane or aeroplane.,airplane or aeroplane,0,99999
765,n03026506,a photo of a Christmas stocking.,Christmas stocking,1,496
766,n01608432,a photo of a kite bird.,kite bird,1,21
767,n02958343,a photo of a car.,car,0,99999
768,n07871810,a photo of a meat loaf.,meat loaf,1,962
769,n07716906,a photo of a spaghetti squash.,spaghetti squash,1,940
770,n03891251,a photo of a park bench.,park bench,1,703
771,n01817953,a photo of a African grey parrot.,African grey parrot,1,87
772,n01770081,a photo of a harvestman spider.,harvestman spider,1,70
773,n01770393,a photo of a scorpion.,scorpion,1,71
774,n07880968,a photo of a burrito.,burrito,1,965
775,n01807496,a photo of a partridge.,partridge,1,86
776,n01484850,a photo of a great white shark.,great white shark,1,2
777,n01747885,a photo of a cobra.,cobra,0,99999
778,n02355003,a photo of a swine.,swine,0,99999
779,n07588947,a photo of a stew.,stew,0,99999
780,n02791124,a photo of a barber chair.,barber chair,1,423
781,n02364673,a photo of a guinea pig.,guinea pig,1,338
782,n02118333,a photo of a fox.,fox,0,99999
783,n02114712,a photo of a red maned wolf.,red maned wolf,1,271
784,n02219486,a photo of a ant.,ant,1,310
785,n07695965,a photo of a sandwich.,sandwich,0,99999
786,n03534580,a photo of a hoopskirt.,hoopskirt,1,601
787,n02883205,a photo of a bow tie.,bow tie,1,457
788,n01877134,a photo of a kangaroo.,kangaroo,0,99999
789,n02457408,a photo of a three-toed sloth.,three-toed sloth,1,364
790,n01676755,a photo of a iguanid lizard.,iguanid lizard,0,99999
791,n02808304,a photo of a bath towel.,bath towel,1,434
792,n03770439,a photo of a miniskirt.,miniskirt,1,655
793,n07873807,a photo of a pizza.,pizza,1,963
794,n03459775,a photo of a radiator grille.,radiator grille,1,581
795,n01693334,a photo of a green alligator lizard.,green alligator lizard,1,46
796,n02437136,a photo of a camel.,camel,0,99999
797,n04418357,a photo of a theater or front curtain.,theater or front curtain,1,854
798,n02704792,a photo of a amphibious vehicle.,amphibious vehicle,1,408
799,n01845132,a photo of a water bird.,water bird,0,99999
800,n03128519,a photo of a cream or ointment.,cream or ointment,0,99999
801,n02000954,a photo of a wading bird.,wading bird,0,99999
802,n02447366,a photo of a badger.,badger,1,362
803,n03630383,a photo of a lab coat.,lab coat,1,617
804,n02264363,a photo of a lacewing fly.,lacewing fly,1,318
805,n01689811,a photo of a alligator lizard.,alligator lizard,1,44
806,n01494475,a photo of a hammerhead shark.,hammerhead shark,1,4
807,n02766320,a photo of a baby bed.,baby bed,0,99999
808,n02869837,a photo of a poke bonnet.,poke bonnet,1,452
809,n01669191,a photo of a box turtle.,box turtle,1,37
810,n02391049,a photo of a zebra.,zebra,1,340
811,n03998194,a photo of a prayer rug or mat.,prayer rug or mat,1,741
812,n01560419,a photo of a bulbul.,bulbul,1,16
813,n03376595,a photo of a folding chair.,folding chair,1,559
814,n02190166,a photo of a fly.,fly,1,308
815,n03476684,a photo of a hair slide.,hair slide,1,584
816,n03642806,a photo of a laptop.,laptop,1,620
817,n02676566,a photo of a acoustic guitar.,acoustic guitar,1,402
818,n02692877,a photo of a airship.,airship,1,405
819,n07611358,a photo of a frozen dessert.,frozen dessert,0,99999
820,n07717410,a photo of a acorn squash.,acorn squash,1,941
821,n01537544,a photo of a indigo bunting bird.,indigo bunting bird,1,14
822,n02504013,a photo of a Indian elephant.,Indian elephant,1,385
823,n03045698,a photo of a cloak.,cloak,1,501
824,n02363005,a photo of a beaver.,beaver,1,337
825,n01644373,a photo of a tree frog.,tree frog,1,31
826,n07612996,a photo of a pudding.,pudding,0,99999
827,n03002210,a photo of a chair of state.,chair of state,0,99999
828,n04254777,a photo of a sock.,sock,1,806
829,n02076196,a photo of a seal.,seal,0,99999
830,n04021028,a photo of a pullover.,pullover,0,99999
831,n02444819,a photo of a otter.,otter,1,360
832,n07891726,a photo of a wine.,wine,0,99999
833,n12056217,a photo of a lady's slipper orchid.,lady's slipper orchid,0,99999
834,n04194289,a photo of a ship.,ship,0,99999
835,n01667778,a photo of a terrapin.,terrapin,1,36
836,n03538406,a photo of a horse cart.,horse cart,1,603
837,n02892767,a photo of a bra.,bra,1,459
838,n03599486,a photo of a jinrikisha or rickshaw.,jinrikisha or rickshaw,1,612
839,n02121620,a photo of a cat.,cat,0,99999
840,n02818832,a photo of a bed.,bed,0,99999
841,n04552348,a photo of a warplane or military plane.,warplane or military plane,1,895
842,n03127747,a photo of a crash helmet.,crash helmet,1,518
843,n02443484,a photo of a black-footed ferret.,black-footed ferret,1,359
844,n02916936,a photo of a bulletproof vest.,bulletproof vest,1,465
845,n02114367,a photo of a timber grey wolf.,timber grey wolf,1,269
846,n01582220,a photo of a magpie.,magpie,1,18
847,n02134084,a photo of a polar bear.,polar bear,1,296
848,n02138441,a photo of a meerkat.,meerkat,1,299
849,n02504458,a photo of a African bush elephant.,African bush elephant,1,386
850,n01640846,a photo of a true frog.,true frog,0,99999
851,n03714235,a photo of a makeup.,makeup,0,99999
852,n02669723,a photo of a academic gown.,academic gown,1,400
853,n04371430,a photo of a swimming trunks.,swimming trunks,1,842
854,n02442845,a photo of a mink.,mink,1,357
855,n03887697,a photo of a paper towel.,paper towel,1,700
856,n01632458,a photo of a spotted salamander.,spotted salamander,1,28
857,n07683786,a photo of a loaf of bread.,loaf of bread,0,99999
858,n04490091,a photo of a truck.,truck,0,99999
859,n01630284,a photo of a newt.,newt,0,99999
860,n02017213,a photo of a common European gallinule bird.,common European gallinule bird,1,136
861,n02445715,a photo of a skunk.,skunk,1,361
862,n03916031,a photo of a perfume.,perfume,1,711
863,n01752165,a photo of a viper.,viper,0,99999
864,n01883070,a photo of a wombat.,wombat,1,106
865,n13052670,a photo of a hen-of-the-woods mushroom.,hen-of-the-woods mushroom,1,996
866,n03787032,a photo of a mortarboard.,mortarboard,1,667
867,n02667093,a photo of a abaya.,abaya,1,399
868,n02782093,a photo of a balloon.,balloon,1,417
869,n04099969,a photo of a rocking chair.,rocking chair,1,765
870,n04347754,a photo of a submarine.,submarine,1,833
871,n02510455,a photo of a giant panda bear.,giant panda bear,1,388
872,n03124170,a photo of a cowboy hat.,cowboy hat,1,515
873,n01498041,a photo of a stingray.,stingray,1,6
874,n01751748,a photo of a sea snake.,sea snake,1,65
875,n01693783,a photo of a chameleon.,chameleon,0,99999
876,n01632777,a photo of a axolotl.,axolotl,1,29
877,n01749582,a photo of a mamba.,mamba,0,99999
878,n07838233,a photo of a spaghetti sauce.,spaghetti sauce,0,99999
879,n02037110,a photo of a oystercatcher wading bird.,oystercatcher wading bird,1,143
880,n03814906,a photo of a necklace.,necklace,1,679
881,n02206856,a photo of a bee.,bee,1,309
882,n02749479,a photo of a assault rifle.,assault rifle,1,413
883,n02441942,a photo of a weasel.,weasel,1,356
884,n04325704,a photo of a stole scraf.,stole scraf,1,824
885,n03100346,a photo of a convertible sofa bed.,convertible sofa bed,0,99999
886,n04509417,a photo of a unicycle.,unicycle,1,880
887,n04346328,a photo of a stupa.,stupa,1,832
888,n02226429,a photo of a grasshopper.,grasshopper,1,311
889,n01772222,a photo of a spider.,spider,0,99999
890,n02470325,a photo of a ape.,ape,0,99999
891,n02509815,a photo of a lesser red panda.,lesser red panda,1,387
892,n01753488,a photo of a Saharan horned viper.,Saharan horned viper,1,66
893,n01741562,a photo of a constrictor.,constrictor,0,99999
894,n01692333,a photo of a Gila monster.,Gila monster,1,45
895,n12998815,a photo of a agaric mushroom.,agaric mushroom,1,992
896,n03223299,a photo of a doormat.,doormat,1,539
897,n01824575,a photo of a coucal.,coucal,1,91
898,n01806143,a photo of a peafowl.,peafowl,1,84
899,n02132136,a photo of a brown bear.,brown bear,1,294
900,n04209239,a photo of a shower curtain.,shower curtain,1,794
901,n07836838,a photo of a chocolate sauce.,chocolate sauce,1,960
902,n04389033,a photo of a army tank.,army tank,1,847
903,n01704323,a photo of a triceratops.,triceratops,1,51
904,n04591157,a photo of a Windsor tie.,Windsor tie,1,906
905,n02236044,a photo of a mantis.,mantis,1,315
906,n02164464,a photo of a beetle.,beetle,0,99999
907,n03590841,a photo of a carved pumpkin.,carved pumpkin,1,607
908,n01806567,a photo of a quail.,quail,1,85
909,n01491361,a photo of a tiger shark.,tiger shark,1,3
910,n07680932,a photo of a bun or roll.,bun or roll,0,99999
911,n04120489,a photo of a running shoe.,running shoe,1,770
912,n03404251,a photo of a fur coat.,fur coat,1,568
913,n02259212,a photo of a leafhopper.,leafhopper,1,317
914,n03478589,a photo of a half track.,half track,1,586
915,n03450230,a photo of a gown.,gown,1,578
916,n02134418,a photo of a sloth bear.,sloth bear,1,297
917,n03218198,a photo of a dogsled.,dogsled,1,537
918,n04252077,a photo of a snowmobile.,snowmobile,1,802
919,n03680355,a photo of a Loafer show.,Loafer show,1,630
920,n03692522,a photo of a jeweler's loupe.,jeweler's loupe,1,633
921,n01629819,a photo of a fire salamander.,fire salamander,1,25
922,n02807133,a photo of a bathing cap or swimming cap.,bathing cap or swimming cap,1,433
923,n07681926,a photo of a cracker.,cracker,0,99999
924,n07717556,a photo of a butternut squash.,butternut squash,1,942
925,n03325584,a photo of a feather boa accessory.,feather boa accessory,1,552
926,n02817516,a photo of a military hat (bearskin or shako).,military hat (bearskin or shako),1,439
927,n04259630,a photo of a sombrero.,sombrero,1,808
928,n01986214,a photo of a hermit crab.,hermit crab,1,125
929,n02137549,a photo of a mongoose.,mongoose,1,298
930,n04532106,a photo of a vestment.,vestment,1,887
931,n02256656,a photo of a cicada.,cicada,1,316
932,n02342885,a photo of a hamster.,hamster,1,333
933,n02062744,a photo of a whale.,whale,0,99999
934,n02858304,a photo of a boat.,boat,0,99999
935,n02229544,a photo of a cricket insect.,cricket insect,1,312
936,n01776313,a photo of a tick.,tick,1,78
937,n03866082,a photo of a overskirt.,overskirt,1,689
938,n02346627,a photo of a porcupine.,porcupine,1,334
939,n03124043,a photo of a cowboy boot.,cowboy boot,1,514
940,n03452741,a photo of a grand piano.,grand piano,1,579
941,n01496331,a photo of a electric ray.,electric ray,1,5
942,n04201297,a photo of a shoji screen or room divider.,shoji screen or room divider,1,789
943,n04209133,a photo of a shower cap.,shower cap,1,793
944,n01985128,a photo of a crayfish.,crayfish,1,124
945,n07930554,a photo of a punch drink.,punch drink,0,99999
946,n02443114,a photo of a European polecat.,European polecat,1,358
947,n03790512,a photo of a motorcycle.,motorcycle,0,99999
948,n03484083,a photo of a handcart.,handcart,0,99999
949,n01982650,a photo of a lobster.,lobster,0,99999
950,n02834778,a photo of a bicycle.,bicycle,0,99999
951,n03201208,a photo of a dining table.,dining table,1,532
952,n02963159,a photo of a cardigan.,cardigan,1,474
953,n04133789,a photo of a sandal.,sandal,1,774
954,n03788365,a photo of a mosquito net.,mosquito net,1,669
955,n02274259,a photo of a butterfly.,butterfly,0,99999
956,n02328150,a photo of a Angora rabbit.,Angora rabbit,1,332
957,n02073250,a photo of a sea cow.,sea cow,0,99999
958,n02496913,a photo of a lemur.,lemur,0,99999
959,n01674990,a photo of a gecko.,gecko,0,99999
960,n02133161,a photo of a American black bear.,American black bear,1,295
961,n01580077,a photo of a jay.,jay,1,17
962,n01860187,a photo of a black swan.,black swan,1,100
963,n04590129,a photo of a window shade.,window shade,1,905
964,n03982430,a photo of a pool table or billiard table (snooker).,pool table or billiard table (snooker),1,736
965,n02114855,a photo of a coyote prairie wolf.,coyote prairie wolf,1,272
966,n02084071,a photo of a dog.,dog,0,99999
967,n02398521,a photo of a hippopotamus.,hippopotamus,1,344
968,n02959942,a photo of a railroad car.,railroad car,0,99999
969,n04136333,a photo of a sarong.,sarong,1,775
970,n02484322,a photo of a monkey.,monkey,0,99999
971,n03476991,a photo of a hair spray.,hair spray,1,585
972,n02233338,a photo of a cockroach.,cockroach,1,314
973,n03485407,a photo of a hand-held computer.,hand-held computer,1,590
974,n04515003,a photo of a upright piano.,upright piano,1,881
975,n01990800,a photo of a isopod.,isopod,1,126
976,n02355227,a photo of a squirrel.,squirrel,0,99999
977,n02437616,a photo of a llama.,llama,1,355
978,n03930313,a photo of a picket fence.,picket fence,1,716
979,n04428191,a photo of a threshing machine.,threshing machine,1,856
980,n02268443,a photo of a dragonfly.,dragonfly,1,319
981,n01614925,a photo of a bald eagle.,bald eagle,1,22
982,n02401031,a photo of a bovid.,bovid,0,99999
983,n02361337,a photo of a marmot.,marmot,1,336
984,n01698434,a photo of a alligator.,alligator,0,99999
985,n02231487,a photo of a walking stick insect.,walking stick insect,1,313
986,n03379051,a photo of a football helmet.,football helmet,1,560
987,n03877472,a photo of a pajamas or pyjamas.,pajamas or pyjamas,1,697
988,n03868242,a photo of a oxcart.,oxcart,1,690
989,n07711569,a photo of a mashed potato.,mashed potato,1,935
990,n04239074,a photo of a sliding door.,sliding door,1,799
991,n03347037,a photo of a fire screen.,fire screen,1,556
992,n03896233,a photo of a passenger train.,passenger train,0,99999
993,n04482393,a photo of a tricycle.,tricycle,1,870
994,n01819313,a photo of a sulphur-crested cockatoo.,sulphur-crested cockatoo,1,89
995,n04046974,a photo of a rail fence.,rail fence,0,99999
996,n02837789,a photo of a bikini.,bikini,1,445
997,n02536864,a photo of a coho silver salmon.,coho silver salmon,1,391
